state,county,march_case,april_case,may_case,june_case,july_case,march_death,april_death,may_death,june_death,july_death
MD,Harford,24.0,421.0,864.0,1119.0,1719.0,0.0,13.0,49.0,62.0,67.0
MD,Howard,96.0,867.0,1909.0,2543.0,3478.0,1.0,19.0,58.0,84.0,105.0
MD,Kent,3.0,79.0,170.0,199.0,230.0,0.0,5.0,19.0,23.0,23.0
MD,Montgomery,341.0,4326.0,11291.0,14776.0,17436.0,1.0,255.0,605.0,738.0,789.0
MD,Prince George's,294.0,6054.0,15579.0,19063.0,22638.0,6.0,240.0,539.0,682.0,734.0
MD,Queen Anne's,4.0,52.0,159.0,230.0,379.0,0.0,6.0,12.0,17.0,25.0
MD,Somerset,1.0,26.0,73.0,87.0,117.0,0.0,0.0,2.0,3.0,3.0
MD,St. Mary's,9.0,152.0,471.0,637.0,874.0,0.0,8.0,20.0,51.0,53.0
MD,Talbot,4.0,35.0,96.0,137.0,330.0,0.0,1.0,2.0,4.0,4.0
MD,Unknown,,0.0,0.0,0.0,0.0,,74.0,55.0,29.0,16.0
MD,Washington,7.0,206.0,456.0,698.0,936.0,0.0,4.0,13.0,27.0,30.0
MD,Wicomico,7.0,406.0,943.0,1067.0,1269.0,1.0,7.0,30.0,41.0,44.0
MD,Worcester,3.0,61.0,211.0,287.0,519.0,0.0,2.0,13.0,16.0,18.0
ME,Androscoggin,8.0,48.0,287.0,483.0,547.0,0.0,2.0,2.0,4.0,6.0
ME,Aroostook,,5.0,10.0,23.0,32.0,,0.0,1.0,1.0,1.0
ME,Cumberland,154.0,486.0,1146.0,1715.0,2032.0,3.0,26.0,50.0,60.0,68.0
ME,Franklin,2.0,27.0,36.0,41.0,45.0,0.0,1.0,1.0,1.0,1.0
ME,Hancock,,10.0,11.0,16.0,27.0,,0.0,1.0,1.0,1.0
ME,Kennebec,10.0,104.0,128.0,146.0,162.0,0.0,6.0,9.0,10.0,11.0
ME,Knox,4.0,16.0,20.0,24.0,25.0,0.0,0.0,0.0,1.0,1.0
ME,Lincoln,8.0,13.0,20.0,23.0,33.0,0.0,0.0,0.0,0.0,1.0
ME,Oxford,9.0,15.0,33.0,37.0,51.0,0.0,0.0,0.0,0.0,0.0
ME,Penobscot,12.0,78.0,100.0,106.0,141.0,0.0,0.0,1.0,2.0,5.0
ME,Piscataquis,,1.0,1.0,3.0,3.0,,0.0,0.0,0.0,0.0
ME,Sagadahoc,7.0,19.0,30.0,34.0,45.0,0.0,0.0,0.0,0.0,0.0
ME,Somerset,1.0,17.0,22.0,28.0,34.0,0.0,0.0,0.0,0.0,1.0
ME,Unknown,5.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
ME,Waldo,2.0,48.0,51.0,55.0,62.0,0.0,11.0,14.0,14.0,14.0
ME,Washington,,2.0,2.0,2.0,7.0,,0.0,0.0,0.0,0.0
ME,York,53.0,205.0,381.0,515.0,641.0,0.0,7.0,10.0,11.0,12.0
MI,Alcona,,4.0,14.0,22.0,28.0,,1.0,1.0,1.0,1.0
MI,Alger,,,,3.0,6.0,,,,0.0,0.0
MI,Allegan,2.0,98.0,217.0,312.0,485.0,0.0,2.0,6.0,7.0,7.0
MI,Alpena,,82.0,94.0,120.0,125.0,,5.0,9.0,12.0,13.0
MI,Antrim,2.0,10.0,12.0,18.0,35.0,0.0,0.0,0.0,0.0,0.0
MI,Arenac,,24.0,34.0,38.0,40.0,,1.0,1.0,2.0,3.0
MI,Baraga,,1.0,1.0,5.0,5.0,,0.0,0.0,0.0,0.0
MI,Barry,1.0,35.0,62.0,102.0,169.0,0.0,1.0,2.0,2.0,2.0
MI,Bay,9.0,143.0,303.0,392.0,536.0,0.0,4.0,23.0,30.0,31.0
MI,Benzie,,6.0,4.0,12.0,28.0,,0.0,0.0,0.0,1.0
MI,Berrien,32.0,248.0,618.0,942.0,1326.0,1.0,15.0,49.0,60.0,64.0
MI,Branch,,850.0,910.0,1050.0,1127.0,,16.0,24.0,25.0,25.0
MI,Calhoun,17.0,228.0,365.0,536.0,717.0,0.0,13.0,22.0,33.0,41.0
MI,Cass,4.0,31.0,82.0,145.0,272.0,0.0,2.0,3.0,5.0,9.0
MI,Charlevoix,4.0,13.0,15.0,30.0,45.0,0.0,1.0,1.0,2.0,2.0
MI,Cheboygan,1.0,19.0,21.0,27.0,37.0,0.0,1.0,1.0,2.0,2.0
MI,Chippewa,1.0,3.0,3.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0
MI,Clare,1.0,11.0,18.0,28.0,56.0,0.0,1.0,2.0,3.0,3.0
MI,Clinton,19.0,118.0,139.0,223.0,397.0,0.0,9.0,10.0,12.0,13.0
MI,Crawford,1.0,54.0,58.0,70.0,93.0,0.0,4.0,5.0,5.0,5.0
MI,Delta,1.0,13.0,17.0,23.0,65.0,0.0,2.0,2.0,3.0,3.0
MI,Dickinson,,3.0,5.0,7.0,44.0,,2.0,2.0,2.0,2.0
MI,Eaton,15.0,131.0,187.0,327.0,442.0,0.0,6.0,6.0,7.0,7.0
MI,Emmet,4.0,21.0,21.0,27.0,57.0,0.0,2.0,2.0,2.0,2.0
MI,Genesee,150.0,1581.0,2004.0,2734.0,3415.0,7.0,188.0,252.0,288.0,294.0
MI,Gladwin,3.0,15.0,18.0,27.0,49.0,0.0,1.0,1.0,1.0,2.0
MI,Gogebic,1.0,4.0,5.0,7.0,78.0,1.0,1.0,1.0,1.0,1.0
MI,Grand Traverse,7.0,19.0,27.0,53.0,190.0,0.0,5.0,5.0,5.0,5.0
MI,Gratiot,3.0,13.0,80.0,98.0,148.0,0.0,1.0,9.0,13.0,15.0
MI,Hillsdale,12.0,125.0,169.0,194.0,244.0,1.0,17.0,24.0,25.0,25.0
MI,Houghton,1.0,2.0,6.0,11.0,47.0,0.0,0.0,0.0,0.0,0.0
MI,Huron,3.0,17.0,44.0,65.0,143.0,0.0,0.0,1.0,3.0,3.0
MI,Ingham,73.0,470.0,736.0,1019.0,1438.0,0.0,11.0,25.0,29.0,31.0
MI,Ionia,4.0,78.0,150.0,199.0,268.0,0.0,2.0,4.0,4.0,5.0
MI,Iosco,1.0,52.0,94.0,113.0,128.0,0.0,4.0,9.0,10.0,12.0
MI,Iron,,,,5.0,16.0,,,,1.0,1.0
MI,Isabella,5.0,61.0,77.0,123.0,200.0,1.0,7.0,7.0,8.0,8.0
MI,Jackson,37.0,735.0,1504.0,2093.0,2387.0,1.0,37.0,47.0,52.0,55.0
MI,Kalamazoo,24.0,364.0,834.0,1084.0,1489.0,1.0,13.0,54.0,67.0,78.0
MI,Kalkaska,5.0,17.0,19.0,33.0,49.0,1.0,2.0,2.0,2.0,4.0
MI,Kent,96.0,1482.0,3646.0,4906.0,6997.0,1.0,33.0,84.0,134.0,154.0
MI,Keweenaw,,,,1.0,3.0,,,,0.0,0.0
MI,Lake,,2.0,5.0,8.0,16.0,,0.0,0.0,0.0,0.0
MI,Lapeer,6.0,204.0,478.0,599.0,706.0,0.0,25.0,36.0,38.0,39.0
MI,Leelanau,1.0,9.0,11.0,17.0,62.0,0.0,0.0,0.0,0.0,0.0
MI,Lenawee,15.0,109.0,878.0,949.0,1117.0,0.0,2.0,7.0,10.0,16.0
MI,Livingston,64.0,345.0,403.0,620.0,797.0,2.0,20.0,27.0,29.0,29.0
MI,Luce,,2.0,4.0,4.0,4.0,,0.0,0.0,0.0,0.0
MI,Mackinac,,6.0,8.0,9.0,20.0,,0.0,0.0,0.0,0.0
MI,Macomb,728.0,5606.0,6736.0,7599.0,9555.0,27.0,608.0,807.0,921.0,941.0
MI,Manistee,1.0,11.0,20.0,31.0,43.0,0.0,0.0,0.0,0.0,0.0
MI,Marquette,3.0,46.0,55.0,64.0,122.0,0.0,8.0,11.0,11.0,11.0
MI,Mason,,11.0,32.0,51.0,95.0,,0.0,0.0,0.0,0.0
MI,Mecosta,2.0,14.0,21.0,29.0,55.0,1.0,1.0,2.0,2.0,2.0
MI,Menominee,,5.0,8.0,16.0,86.0,,0.0,0.0,0.0,0.0
MI,Midland,9.0,61.0,82.0,166.0,289.0,0.0,5.0,8.0,9.0,9.0
MI,Missaukee,1.0,15.0,16.0,29.0,40.0,1.0,1.0,1.0,1.0,1.0
MI,Monroe,45.0,287.0,468.0,617.0,854.0,0.0,12.0,19.0,21.0,21.0
MI,Montcalm,4.0,40.0,67.0,90.0,177.0,0.0,1.0,1.0,1.0,1.0
MI,Montmorency,,5.0,5.0,5.0,7.0,,0.0,0.0,0.0,0.0
MI,Muskegon,18.0,276.0,636.0,815.0,1107.0,2.0,17.0,36.0,51.0,57.0
MI,Newaygo,1.0,22.0,105.0,167.0,247.0,0.0,0.0,0.0,0.0,0.0
MI,Oakland,1391.0,7267.0,8319.0,12017.0,14494.0,59.0,696.0,983.0,1090.0,1126.0
MI,Oceana,2.0,9.0,85.0,287.0,462.0,0.0,1.0,2.0,3.0,6.0
MI,Ogemaw,4.0,13.0,21.0,33.0,50.0,0.0,0.0,1.0,2.0,2.0
MI,Ontonagon,,,,,4.0,,,,,0.0
MI,Osceola,2.0,8.0,11.0,29.0,65.0,0.0,0.0,0.0,0.0,0.0
MI,Oscoda,,5.0,5.0,18.0,24.0,,0.0,1.0,1.0,1.0
MI,Otsego,17.0,92.0,100.0,133.0,142.0,0.0,8.0,10.0,10.0,10.0
MI,Ottawa,28.0,236.0,766.0,1048.0,1669.0,0.0,9.0,33.0,51.0,54.0
MI,Presque Isle,,11.0,11.0,12.0,14.0,,0.0,0.0,0.0,1.0
MI,Roscommon,1.0,16.0,21.0,26.0,47.0,0.0,0.0,0.0,0.0,0.0
MI,Saginaw,36.0,664.0,1030.0,1287.0,1811.0,0.0,59.0,108.0,123.0,129.0
MI,Sanilac,5.0,35.0,41.0,47.0,90.0,0.0,4.0,5.0,6.0,6.0
MI,Schoolcraft,,3.0,4.0,4.0,8.0,,0.0,0.0,0.0,0.0
MI,Shiawassee,8.0,180.0,240.0,273.0,315.0,0.0,10.0,26.0,28.0,28.0
MI,St. Clair,25.0,328.0,448.0,560.0,749.0,0.0,21.0,41.0,50.0,53.0
MI,St. Joseph,3.0,32.0,118.0,320.0,551.0,0.0,1.0,2.0,4.0,7.0
MI,Tuscola,5.0,105.0,187.0,232.0,297.0,1.0,14.0,23.0,26.0,27.0
MI,Unknown,77.0,88.0,646.0,164.0,22.0,0.0,1.0,8.0,2.0,3.0
MI,Van Buren,4.0,49.0,140.0,225.0,385.0,0.0,2.0,6.0,8.0,11.0
MI,Washtenaw,266.0,1192.0,1716.0,2192.0,2860.0,6.0,66.0,106.0,115.0,122.0
MI,Wayne,3195.0,16749.0,20277.0,22791.0,26949.0,83.0,1784.0,2454.0,2722.0,2800.0
MI,Wexford,2.0,9.0,11.0,32.0,67.0,0.0,2.0,3.0,4.0,4.0
MN,Aitkin,,1.0,8.0,14.0,25.0,,0.0,0.0,0.0,0.0
MN,Anoka,22.0,212.0,1363.0,2097.0,3190.0,0.0,10.0,70.0,107.0,112.0
MN,Becker,,2.0,39.0,54.0,129.0,,0.0,0.0,0.0,1.0
MN,Beltrami,3.0,6.0,14.0,27.0,180.0,0.0,0.0,0.0,0.0,0.0
MN,Benton,1.0,15.0,175.0,208.0,294.0,0.0,0.0,3.0,3.0,3.0
MN,Big Stone,1.0,2.0,4.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0
MN,Blue Earth,9.0,38.0,138.0,403.0,801.0,0.0,0.0,0.0,2.0,4.0
MN,Brown,,8.0,15.0,30.0,78.0,,1.0,2.0,2.0,2.0
MN,Carlton,,59.0,73.0,81.0,120.0,,0.0,0.0,0.0,0.0
MN,Carver,10.0,21.0,206.0,340.0,723.0,0.0,0.0,2.0,1.0,2.0
MN,Cass,1.0,5.0,13.0,13.0,50.0,0.0,0.0,2.0,2.0,2.0
MN,Chippewa,,2.0,49.0,75.0,92.0,,0.0,1.0,1.0,1.0
MN,Chisago,3.0,11.0,61.0,93.0,160.0,0.0,1.0,1.0,1.0,1.0
MN,Clay,4.0,157.0,424.0,563.0,734.0,0.0,11.0,26.0,37.0,39.0
MN,Clearwater,2.0,2.0,3.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0
MN,Cook,,,,1.0,2.0,,,,0.0,0.0
MN,Cottonwood,1.0,20.0,70.0,133.0,165.0,0.0,0.0,0.0,0.0,0.0
MN,Crow Wing,,20.0,68.0,102.0,183.0,,1.0,2.0,12.0,13.0
MN,Dakota,46.0,162.0,1263.0,2180.0,3710.0,0.0,10.0,54.0,87.0,102.0
MN,Dodge,8.0,21.0,52.0,81.0,121.0,0.0,0.0,0.0,0.0,0.0
MN,Douglas,1.0,2.0,41.0,61.0,120.0,0.0,0.0,0.0,0.0,0.0
MN,Faribault,1.0,5.0,18.0,53.0,78.0,0.0,0.0,0.0,0.0,0.0
MN,Fillmore,7.0,12.0,17.0,25.0,58.0,0.0,1.0,1.0,0.0,0.0
MN,Freeborn,,34.0,115.0,281.0,352.0,,0.0,0.0,0.0,1.0
MN,Goodhue,3.0,19.0,66.0,119.0,163.0,0.0,0.0,3.0,8.0,8.0
MN,Grant,,,4.0,6.0,44.0,,,0.0,0.0,1.0
MN,Hennepin,190.0,1738.0,8181.0,11796.0,17092.0,6.0,225.0,606.0,776.0,810.0
MN,Houston,,1.0,2.0,24.0,37.0,,0.0,0.0,0.0,0.0
MN,Hubbard,,,3.0,5.0,25.0,,,0.0,0.0,0.0
MN,Isanti,2.0,6.0,32.0,61.0,102.0,0.0,0.0,0.0,0.0,0.0
MN,Itasca,1.0,5.0,54.0,65.0,123.0,0.0,0.0,10.0,12.0,12.0
MN,Jackson,1.0,14.0,39.0,54.0,69.0,0.0,0.0,0.0,0.0,0.0
MN,Kanabec,,,11.0,14.0,23.0,,,1.0,1.0,1.0
MN,Kandiyohi,1.0,91.0,490.0,565.0,653.0,0.0,1.0,1.0,1.0,1.0
MN,Kittson,,1.0,1.0,2.0,3.0,,0.0,0.0,0.0,0.0
MN,Koochiching,,1.0,7.0,13.0,66.0,,0.0,0.0,1.0,3.0
MN,Lac qui Parle,1.0,1.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0
MN,Lake,,,1.0,7.0,14.0,,,0.0,0.0,0.0
MN,Lake of the Woods,,,,,1.0,,,,,0.0
MN,Le Sueur,13.0,24.0,44.0,82.0,196.0,0.0,0.0,1.0,1.0,1.0
MN,Lincoln,1.0,3.0,5.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0
MN,Lyon,,7.0,49.0,295.0,414.0,,0.0,0.0,2.0,3.0
MN,Mahnomen,1.0,2.0,6.0,7.0,20.0,0.0,0.0,1.0,1.0,1.0
MN,Marshall,,1.0,10.0,12.0,27.0,,0.0,0.0,0.0,0.0
MN,Martin,23.0,88.0,129.0,156.0,198.0,2.0,4.0,5.0,5.0,5.0
MN,McLeod,,4.0,34.0,81.0,121.0,,0.0,0.0,0.0,0.0
MN,Meeker,1.0,11.0,45.0,58.0,83.0,0.0,0.0,0.0,1.0,2.0
MN,Mille Lacs,,2.0,19.0,32.0,53.0,,1.0,1.0,2.0,3.0
MN,Morrison,,5.0,45.0,58.0,80.0,,0.0,0.0,1.0,1.0
MN,Mower,12.0,28.0,303.0,921.0,1059.0,0.0,0.0,1.0,2.0,2.0
MN,Murray,,13.0,39.0,51.0,119.0,,0.0,0.0,0.0,1.0
MN,Nicollet,3.0,11.0,86.0,144.0,287.0,0.0,2.0,10.0,12.0,13.0
MN,Nobles,,742.0,1512.0,1652.0,1737.0,,1.0,5.0,6.0,6.0
MN,Norman,,8.0,13.0,20.0,33.0,,0.0,0.0,0.0,0.0
MN,Olmsted,51.0,265.0,608.0,1047.0,1567.0,0.0,6.0,10.0,15.0,22.0
MN,Otter Tail,1.0,9.0,64.0,92.0,162.0,0.0,0.0,0.0,1.0,3.0
MN,Pennington,,1.0,17.0,50.0,69.0,,0.0,0.0,0.0,1.0
MN,Pine,,56.0,89.0,100.0,123.0,,0.0,0.0,0.0,0.0
MN,Pipestone,,2.0,12.0,25.0,140.0,,0.0,0.0,1.0,9.0
MN,Polk,,27.0,61.0,79.0,124.0,,0.0,2.0,2.0,3.0
MN,Pope,,,9.0,10.0,35.0,,,0.0,0.0,0.0
MN,Ramsey,50.0,374.0,2863.0,4685.0,6607.0,2.0,26.0,122.0,217.0,258.0
MN,Red Lake,,1.0,4.0,3.0,13.0,,0.0,0.0,0.0,0.0
MN,Redwood,,2.0,4.0,16.0,30.0,,0.0,0.0,0.0,0.0
MN,Renville,1.0,4.0,5.0,24.0,54.0,0.0,0.0,0.0,2.0,5.0
MN,Rice,3.0,14.0,452.0,809.0,970.0,0.0,1.0,2.0,7.0,8.0
MN,Rock,,11.0,22.0,30.0,70.0,,0.0,0.0,0.0,0.0
MN,Roseau,,1.0,3.0,6.0,42.0,,0.0,0.0,0.0,0.0
MN,Scott,10.0,44.0,408.0,658.0,1272.0,0.0,1.0,2.0,4.0,11.0
MN,Sherburne,7.0,28.0,237.0,295.0,602.0,0.0,0.0,2.0,4.0,6.0
MN,Sibley,1.0,2.0,16.0,48.0,76.0,0.0,0.0,0.0,2.0,2.0
MN,St. Louis,12.0,71.0,118.0,161.0,366.0,0.0,11.0,14.0,14.0,18.0
MN,Stearns,5.0,267.0,2014.0,2265.0,2763.0,0.0,0.0,13.0,19.0,20.0
MN,Steele,6.0,16.0,159.0,215.0,318.0,0.0,0.0,0.0,0.0,1.0
MN,Stevens,,,1.0,4.0,15.0,,,0.0,0.0,0.0
MN,Swift,,2.0,18.0,20.0,51.0,,0.0,0.0,1.0,1.0
MN,Todd,,7.0,313.0,398.0,413.0,,0.0,0.0,2.0,2.0
MN,Traverse,,2.0,3.0,5.0,10.0,,0.0,0.0,0.0,0.0
MN,Unknown,,9.0,96.0,118.0,158.0,,0.0,10.0,35.0,40.0
MN,Wabasha,6.0,8.0,18.0,31.0,74.0,0.0,0.0,0.0,0.0,0.0
MN,Wadena,,1.0,9.0,15.0,23.0,,0.0,0.0,0.0,0.0
MN,Waseca,3.0,4.0,26.0,57.0,123.0,0.0,0.0,0.0,0.0,0.0
MN,Washington,34.0,131.0,617.0,1008.0,1792.0,0.0,10.0,31.0,40.0,43.0
MN,Watonwan,1.0,11.0,71.0,203.0,298.0,0.0,0.0,0.0,0.0,0.0
MN,Wilkin,1.0,12.0,11.0,20.0,25.0,0.0,3.0,3.0,3.0,3.0
MN,Winona,5.0,66.0,79.0,119.0,239.0,0.0,15.0,15.0,15.0,16.0
MN,Wright,6.0,42.0,305.0,445.0,759.0,0.0,1.0,1.0,5.0,5.0
MN,Yellow Medicine,,3.0,6.0,29.0,47.0,,0.0,0.0,0.0,0.0
MO,Adair,2.0,12.0,51.0,91.0,130.0,0.0,0.0,0.0,0.0,0.0
MO,Andrew,,2.0,30.0,51.0,80.0,,0.0,0.0,0.0,1.0
MO,Atchison,1.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
MO,Audrain,,1.0,79.0,138.0,190.0,,0.0,0.0,1.0,1.0
MO,Barry,1.0,5.0,9.0,52.0,213.0,0.0,0.0,0.0,0.0,0.0
MO,Barton,,,,25.0,64.0,,,,0.0,0.0
MO,Bates,1.0,6.0,7.0,12.0,34.0,0.0,1.0,1.0,1.0,1.0
MO,Benton,1.0,8.0,11.0,17.0,66.0,0.0,0.0,0.0,0.0,1.0
MO,Bollinger,1.0,4.0,6.0,12.0,55.0,0.0,0.0,0.0,0.0,0.0
MO,Boone,59.0,100.0,143.0,379.0,1146.0,1.0,1.0,1.0,2.0,3.0
MO,Buchanan,3.0,87.0,690.0,869.0,1049.0,0.0,1.0,2.0,3.0,10.0
MO,Butler,,25.0,32.0,101.0,227.0,,0.0,0.0,0.0,2.0
MO,Caldwell,,3.0,5.0,9.0,29.0,,0.0,0.0,0.0,1.0
MO,Callaway,13.0,21.0,29.0,46.0,106.0,0.0,1.0,1.0,1.0,1.0
MO,Camden,11.0,35.0,37.0,66.0,277.0,1.0,1.0,1.0,1.0,4.0
MO,Cape Girardeau,13.0,49.0,73.0,161.0,578.0,0.0,1.0,2.0,3.0,3.0
MO,Carroll,,2.0,8.0,11.0,89.0,,0.0,0.0,0.0,0.0
MO,Carter,2.0,3.0,5.0,6.0,14.0,0.0,1.0,1.0,1.0,1.0
MO,Cass,9.0,62.0,89.0,143.0,602.0,0.0,6.0,8.0,9.0,12.0
MO,Cedar,5.0,5.0,9.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0
MO,Chariton,3.0,5.0,6.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0
MO,Christian,12.0,19.0,23.0,44.0,278.0,0.0,0.0,0.0,0.0,1.0
MO,Clark,,1.0,1.0,2.0,8.0,,0.0,0.0,0.0,0.0
MO,Clay,13.0,70.0,171.0,454.0,857.0,0.0,1.0,3.0,16.0,22.0
MO,Clinton,4.0,11.0,18.0,25.0,59.0,0.0,0.0,0.0,0.0,0.0
MO,Cole,25.0,51.0,60.0,77.0,273.0,0.0,1.0,1.0,2.0,2.0
MO,Cooper,1.0,7.0,9.0,14.0,77.0,0.0,0.0,0.0,0.0,0.0
MO,Crawford,1.0,8.0,8.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0
MO,Dade,,,,1.0,14.0,,,,0.0,0.0
MO,Dallas,,2.0,3.0,13.0,46.0,,0.0,0.0,1.0,1.0
MO,Daviess,,2.0,4.0,9.0,17.0,,0.0,0.0,0.0,0.0
MO,DeKalb,,3.0,6.0,12.0,31.0,,0.0,0.0,0.0,1.0
MO,Dent,,,1.0,5.0,9.0,,,0.0,0.0,0.0
MO,Douglas,,,,4.0,61.0,,,,0.0,2.0
MO,Dunklin,6.0,20.0,38.0,98.0,234.0,0.0,2.0,2.0,3.0,4.0
MO,Franklin,7.0,114.0,139.0,206.0,490.0,0.0,8.0,16.0,18.0,18.0
MO,Gasconade,,2.0,2.0,13.0,19.0,,0.0,0.0,0.0,0.0
MO,Gentry,,1.0,26.0,58.0,82.0,,0.0,1.0,9.0,9.0
MO,Greene,38.0,85.0,148.0,319.0,1192.0,3.0,8.0,8.0,8.0,11.0
MO,Grundy,,,2.0,19.0,24.0,,,0.0,0.0,1.0
MO,Harrison,,6.0,9.0,14.0,58.0,,0.0,0.0,0.0,1.0
MO,Henry,1.0,7.0,12.0,20.0,64.0,1.0,1.0,3.0,3.0,3.0
MO,Hickory,,,,,16.0,,,,,0.0
MO,Holt,,1.0,1.0,1.0,6.0,,0.0,0.0,0.0,0.0
MO,Howard,,2.0,3.0,5.0,42.0,,0.0,0.0,0.0,0.0
MO,Howell,,5.0,7.0,38.0,123.0,,0.0,0.0,0.0,1.0
MO,Iron,,2.0,2.0,3.0,10.0,,0.0,0.0,0.0,0.0
MO,Jackson,56.0,323.0,570.0,1210.0,3189.0,1.0,14.0,19.0,36.0,56.0
MO,Jasper,4.0,24.0,32.0,449.0,1176.0,0.0,0.0,0.0,1.0,4.0
MO,Jefferson,18.0,260.0,349.0,539.0,1370.0,0.0,8.0,17.0,21.0,25.0
MO,Johnson,9.0,54.0,76.0,124.0,445.0,0.0,0.0,0.0,0.0,2.0
MO,Joplin,,,,152.0,432.0,,,,3.0,19.0
MO,Kansas City,100.0,545.0,1149.0,2380.0,5672.0,0.0,16.0,26.0,32.0,64.0
MO,Knox,,,,2.0,9.0,,,,0.0,0.0
MO,Laclede,,,3.0,29.0,187.0,,,0.0,0.0,1.0
MO,Lafayette,17.0,37.0,73.0,88.0,145.0,1.0,1.0,2.0,2.0,2.0
MO,Lawrence,,,7.0,34.0,172.0,,,0.0,1.0,2.0
MO,Lewis,,6.0,7.0,7.0,26.0,,1.0,1.0,1.0,1.0
MO,Lincoln,5.0,46.0,81.0,96.0,272.0,0.0,1.0,1.0,1.0,1.0
MO,Linn,,5.0,9.0,16.0,30.0,,1.0,1.0,1.0,1.0
MO,Livingston,1.0,2.0,3.0,12.0,47.0,0.0,0.0,0.0,0.0,0.0
MO,Macon,1.0,2.0,4.0,8.0,47.0,0.0,0.0,0.0,0.0,0.0
MO,Madison,,1.0,3.0,6.0,16.0,,0.0,0.0,0.0,0.0
MO,Maries,1.0,2.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
MO,Marion,,4.0,5.0,17.0,127.0,,0.0,0.0,0.0,1.0
MO,McDonald,2.0,4.0,20.0,712.0,986.0,0.0,0.0,0.0,1.0,7.0
MO,Mercer,,,,6.0,8.0,,,,0.0,0.0
MO,Miller,,1.0,4.0,15.0,82.0,,0.0,0.0,0.0,0.0
MO,Mississippi,,29.0,55.0,90.0,129.0,,0.0,0.0,0.0,0.0
MO,Moniteau,2.0,40.0,46.0,52.0,106.0,0.0,0.0,1.0,1.0,2.0
MO,Monroe,,,2.0,5.0,13.0,,,0.0,0.0,0.0
MO,Montgomery,2.0,7.0,9.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0
MO,Morgan,1.0,3.0,9.0,14.0,61.0,0.0,0.0,0.0,0.0,0.0
MO,New Madrid,,9.0,21.0,43.0,161.0,,0.0,1.0,1.0,1.0
MO,Newton,4.0,10.0,18.0,398.0,781.0,0.0,1.0,1.0,2.0,4.0
MO,Nodaway,,3.0,13.0,20.0,137.0,,0.0,0.0,0.0,0.0
MO,Oregon,,1.0,2.0,7.0,13.0,,0.0,0.0,0.0,0.0
MO,Osage,1.0,5.0,5.0,7.0,32.0,0.0,0.0,0.0,0.0,0.0
MO,Ozark,,,,2.0,6.0,,,,0.0,0.0
MO,Pemiscot,2.0,28.0,78.0,111.0,194.0,0.0,1.0,4.0,6.0,8.0
MO,Perry,12.0,43.0,57.0,146.0,194.0,0.0,0.0,0.0,0.0,4.0
MO,Pettis,1.0,35.0,77.0,120.0,382.0,0.0,0.0,1.0,1.0,3.0
MO,Phelps,,2.0,4.0,35.0,69.0,,0.0,0.0,0.0,0.0
MO,Pike,1.0,11.0,19.0,37.0,67.0,0.0,0.0,1.0,1.0,1.0
MO,Platte,7.0,32.0,70.0,119.0,309.0,0.0,0.0,2.0,6.0,7.0
MO,Polk,,1.0,2.0,15.0,186.0,,0.0,0.0,0.0,0.0
MO,Pulaski,6.0,34.0,36.0,125.0,176.0,0.0,1.0,1.0,1.0,1.0
MO,Putnam,,,,3.0,7.0,,,,0.0,0.0
MO,Ralls,1.0,1.0,3.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0
MO,Randolph,1.0,8.0,10.0,12.0,50.0,0.0,0.0,0.0,0.0,1.0
MO,Ray,1.0,11.0,19.0,25.0,79.0,0.0,0.0,0.0,0.0,0.0
MO,Reynolds,2.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0
MO,Ripley,2.0,5.0,7.0,19.0,39.0,0.0,0.0,0.0,0.0,0.0
MO,Saline,,184.0,267.0,283.0,399.0,,0.0,2.0,4.0,6.0
MO,Schuyler,,,1.0,5.0,9.0,,,0.0,0.0,0.0
MO,Scotland,,4.0,4.0,11.0,12.0,,0.0,0.0,1.0,1.0
MO,Scott,5.0,64.0,108.0,168.0,330.0,0.0,2.0,9.0,11.0,13.0
MO,Shannon,,,2.0,8.0,43.0,,,0.0,0.0,1.0
MO,Shelby,1.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0
MO,St. Charles,56.0,566.0,775.0,1078.0,3456.0,2.0,34.0,58.0,74.0,96.0
MO,St. Clair,,2.0,2.0,2.0,15.0,,0.0,0.0,0.0,0.0
MO,St. Francois,3.0,27.0,35.0,145.0,281.0,0.0,1.0,2.0,2.0,2.0
MO,St. Louis,366.0,3049.0,4773.0,6582.0,12548.0,2.0,162.0,442.0,575.0,648.0
MO,St. Louis city,102.0,1077.0,1930.0,2493.0,4411.0,1.0,60.0,130.0,156.0,169.0
