state,county,march_case,april_case,may_case,june_case,july_case,march_death,april_death,may_death,june_death,july_death
IA,Greene,,5.0,13.0,28.0,37.0,,0.0,0.0,0.0,0.0
IA,Grundy,,11.0,20.0,33.0,71.0,,0.0,0.0,0.0,1.0
IA,Guthrie,1.0,12.0,50.0,64.0,123.0,0.0,0.0,3.0,4.0,5.0
IA,Hamilton,,7.0,35.0,185.0,237.0,,0.0,0.0,1.0,1.0
IA,Hancock,3.0,3.0,16.0,47.0,108.0,0.0,0.0,0.0,0.0,2.0
IA,Hardin,1.0,8.0,17.0,63.0,155.0,0.0,0.0,0.0,0.0,0.0
IA,Harrison,8.0,16.0,23.0,51.0,89.0,0.0,0.0,0.0,0.0,0.0
IA,Henry,3.0,32.0,71.0,82.0,108.0,0.0,1.0,1.0,3.0,3.0
IA,Howard,,10.0,12.0,23.0,47.0,,0.0,0.0,0.0,0.0
IA,Humboldt,,4.0,17.0,48.0,86.0,,0.0,0.0,1.0,1.0
IA,Ida,,,14.0,22.0,29.0,,,0.0,0.0,0.0
IA,Iowa,3.0,19.0,33.0,48.0,83.0,0.0,0.0,0.0,0.0,1.0
IA,Jackson,1.0,5.0,12.0,24.0,130.0,0.0,0.0,0.0,0.0,1.0
IA,Jasper,5.0,130.0,261.0,317.0,445.0,0.0,1.0,16.0,17.0,24.0
IA,Jefferson,,6.0,26.0,53.0,75.0,,0.0,0.0,0.0,0.0
IA,Johnson,70.0,461.0,614.0,1150.0,1856.0,0.0,6.0,9.0,8.0,14.0
IA,Jones,1.0,21.0,36.0,54.0,119.0,0.0,0.0,0.0,0.0,1.0
IA,Keokuk,1.0,2.0,15.0,19.0,28.0,0.0,0.0,0.0,1.0,1.0
IA,Kossuth,1.0,2.0,9.0,32.0,76.0,0.0,0.0,0.0,0.0,0.0
IA,Lee,,8.0,25.0,48.0,87.0,,0.0,0.0,2.0,2.0
IA,Linn,71.0,669.0,952.0,1203.0,1970.0,2.0,43.0,76.0,82.0,87.0
IA,Louisa,,269.0,343.0,360.0,377.0,,2.0,11.0,13.0,14.0
IA,Lucas,,,17.0,30.0,41.0,,,0.0,4.0,4.0
IA,Lyon,,13.0,21.0,40.0,98.0,,0.0,0.0,0.0,0.0
IA,Madison,,5.0,28.0,37.0,93.0,,1.0,2.0,2.0,2.0
IA,Mahaska,2.0,10.0,93.0,115.0,133.0,0.0,1.0,10.0,17.0,17.0
IA,Marion,,8.0,32.0,67.0,142.0,,0.0,0.0,0.0,0.0
IA,Marshall,6.0,467.0,892.0,1012.0,1364.0,0.0,2.0,16.0,18.0,24.0
IA,Mills,,2.0,19.0,34.0,75.0,,0.0,0.0,0.0,0.0
IA,Mitchell,,2.0,4.0,24.0,76.0,,0.0,0.0,0.0,0.0
IA,Monona,5.0,7.0,24.0,70.0,89.0,0.0,0.0,0.0,0.0,0.0
IA,Monroe,,,38.0,50.0,66.0,,,5.0,6.0,7.0
IA,Montgomery,1.0,1.0,7.0,10.0,41.0,0.0,0.0,0.0,2.0,3.0
IA,Muscatine,13.0,336.0,557.0,619.0,795.0,0.0,14.0,41.0,44.0,47.0
IA,O'Brien,,8.0,28.0,83.0,115.0,,0.0,0.0,1.0,1.0
IA,Osceola,,9.0,33.0,52.0,77.0,,0.0,0.0,0.0,0.0
IA,Page,2.0,6.0,13.0,20.0,66.0,0.0,0.0,0.0,0.0,0.0
IA,Palo Alto,,,6.0,31.0,74.0,,,0.0,0.0,0.0
IA,Plymouth,,12.0,129.0,303.0,429.0,,0.0,2.0,4.0,8.0
IA,Pocahontas,,1.0,11.0,75.0,113.0,,0.0,0.0,1.0,1.0
IA,Polk,61.0,985.0,4189.0,6046.0,9388.0,0.0,35.0,125.0,177.0,201.0
IA,Pottawattamie,3.0,33.0,259.0,692.0,1137.0,0.0,2.0,8.0,11.0,21.0
IA,Poweshiek,5.0,56.0,90.0,104.0,136.0,1.0,2.0,8.0,8.0,8.0
IA,Ringgold,,,4.0,14.0,22.0,,,0.0,0.0,1.0
IA,Sac,,,18.0,63.0,79.0,,,0.0,0.0,0.0
IA,Scott,16.0,226.0,359.0,639.0,1542.0,0.0,6.0,10.0,10.0,11.0
IA,Shelby,3.0,9.0,37.0,106.0,149.0,0.0,0.0,0.0,0.0,1.0
IA,Sioux,2.0,9.0,219.0,455.0,578.0,0.0,0.0,0.0,0.0,2.0
IA,Story,2.0,27.0,111.0,699.0,1084.0,0.0,1.0,1.0,3.0,13.0
IA,Tama,10.0,266.0,403.0,445.0,532.0,0.0,7.0,27.0,29.0,29.0
IA,Taylor,1.0,1.0,54.0,79.0,93.0,0.0,0.0,0.0,0.0,0.0
IA,Union,,1.0,7.0,25.0,67.0,,0.0,0.0,0.0,1.0
IA,Unknown,,24.0,,3.0,7.0,,0.0,,0.0,0.0
IA,Van Buren,1.0,8.0,9.0,19.0,28.0,0.0,0.0,0.0,0.0,1.0
IA,Wapello,1.0,10.0,577.0,700.0,821.0,0.0,0.0,9.0,30.0,31.0
IA,Warren,1.0,22.0,130.0,245.0,499.0,0.0,0.0,0.0,2.0,1.0
IA,Washington,18.0,141.0,189.0,225.0,284.0,1.0,7.0,8.0,9.0,10.0
IA,Wayne,,,1.0,8.0,15.0,,,0.0,0.0,1.0
IA,Webster,1.0,5.0,39.0,161.0,684.0,0.0,0.0,1.0,2.0,5.0
IA,Winnebago,,2.0,11.0,24.0,71.0,,0.0,0.0,0.0,0.0
IA,Winneshiek,3.0,15.0,24.0,31.0,74.0,0.0,0.0,0.0,0.0,1.0
IA,Woodbury,4.0,742.0,2745.0,3170.0,3612.0,0.0,1.0,34.0,44.0,47.0
IA,Worth,,1.0,3.0,14.0,56.0,,0.0,0.0,0.0,0.0
IA,Wright,1.0,3.0,167.0,370.0,439.0,0.0,0.0,0.0,0.0,1.0
ID,Ada,151.0,681.0,812.0,2169.0,7691.0,3.0,16.0,22.0,23.0,56.0
ID,Adams,,3.0,3.0,11.0,18.0,,0.0,0.0,0.0,0.0
ID,Bannock,3.0,11.0,28.0,102.0,334.0,0.0,0.0,0.0,1.0,2.0
ID,Bear Lake,,,,1.0,12.0,,,,0.0,0.0
ID,Benewah,,,8.0,21.0,49.0,,,0.0,0.0,0.0
ID,Bingham,1.0,4.0,6.0,40.0,211.0,0.0,0.0,0.0,0.0,2.0
ID,Blaine,148.0,498.0,512.0,535.0,567.0,2.0,5.0,5.0,5.0,6.0
ID,Boise,,,,4.0,37.0,,,,0.0,1.0
ID,Bonner,1.0,4.0,6.0,32.0,143.0,0.0,0.0,0.0,0.0,0.0
ID,Bonneville,2.0,28.0,47.0,115.0,636.0,0.0,0.0,0.0,1.0,1.0
ID,Boundary,,,,1.0,34.0,,,,0.0,0.0
ID,Camas,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0
ID,Canyon,48.0,255.0,303.0,856.0,4595.0,1.0,7.0,6.0,6.0,34.0
ID,Caribou,,1.0,1.0,16.0,29.0,,0.0,0.0,0.0,0.0
ID,Cassia,1.0,13.0,63.0,240.0,450.0,0.0,1.0,1.0,1.0,1.0
ID,Clark,,,,,2.0,,,,,0.0
ID,Clearwater,,,,1.0,15.0,,,,0.0,0.0
ID,Custer,1.0,2.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0
ID,Elmore,1.0,30.0,31.0,60.0,194.0,0.0,2.0,2.0,2.0,3.0
ID,Franklin,,,2.0,26.0,48.0,,,0.0,0.0,0.0
ID,Fremont,1.0,2.0,3.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0
ID,Gem,3.0,13.0,17.0,26.0,144.0,0.0,0.0,0.0,0.0,0.0
ID,Gooding,,12.0,47.0,65.0,128.0,,0.0,0.0,0.0,0.0
ID,Idaho,1.0,3.0,3.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0
ID,Jefferson,2.0,5.0,7.0,18.0,122.0,0.0,0.0,0.0,0.0,1.0
ID,Jerome,1.0,54.0,169.0,239.0,409.0,0.0,2.0,2.0,5.0,6.0
ID,Kootenai,28.0,62.0,68.0,261.0,1499.0,0.0,0.0,0.0,1.0,9.0
ID,Latah,,5.0,7.0,20.0,77.0,,0.0,0.0,0.0,0.0
ID,Lemhi,,1.0,1.0,2.0,11.0,,0.0,0.0,0.0,0.0
ID,Lincoln,1.0,27.0,33.0,36.0,50.0,0.0,0.0,0.0,0.0,0.0
ID,Madison,2.0,11.0,21.0,35.0,131.0,0.0,0.0,0.0,0.0,0.0
ID,Minidoka,1.0,11.0,50.0,185.0,419.0,0.0,0.0,0.0,0.0,2.0
ID,Nez Perce,7.0,60.0,82.0,96.0,129.0,1.0,18.0,19.0,19.0,19.0
ID,Oneida,,,,2.0,9.0,,,,0.0,0.0
ID,Owyhee,1.0,8.0,9.0,41.0,233.0,0.0,0.0,0.0,0.0,0.0
ID,Payette,1.0,16.0,23.0,102.0,311.0,0.0,1.0,2.0,2.0,2.0
ID,Power,,2.0,5.0,18.0,44.0,,0.0,0.0,0.0,0.0
ID,Shoshone,,,,,63.0,,,,,1.0
ID,Teton,2.0,9.0,11.0,17.0,55.0,0.0,0.0,0.0,0.0,0.0
ID,Twin Falls,5.0,181.0,419.0,599.0,1173.0,0.0,11.0,23.0,26.0,31.0
ID,Valley,2.0,2.0,2.0,13.0,46.0,0.0,0.0,0.0,0.0,1.0
ID,Washington,,1.0,38.0,102.0,181.0,,0.0,0.0,0.0,2.0
IL,Adams,2.0,40.0,44.0,87.0,363.0,0.0,0.0,1.0,1.0,2.0
IL,Alexander,,3.0,8.0,22.0,35.0,,0.0,0.0,0.0,0.0
IL,Bond,2.0,6.0,12.0,13.0,45.0,0.0,1.0,1.0,1.0,2.0
IL,Boone,,98.0,441.0,586.0,712.0,,9.0,17.0,21.0,23.0
IL,Brown,,,10.0,10.0,13.0,,,0.0,0.0,0.0
IL,Bureau,1.0,10.0,15.0,29.0,108.0,0.0,0.0,1.0,2.0,2.0
IL,Calhoun,,1.0,1.0,1.0,6.0,,0.0,0.0,0.0,0.0
IL,Carroll,1.0,9.0,16.0,21.0,43.0,1.0,2.0,2.0,2.0,3.0
IL,Cass,,33.0,73.0,129.0,189.0,,0.0,0.0,2.0,11.0
IL,Champaign,23.0,130.0,627.0,866.0,1453.0,0.0,6.0,7.0,12.0,19.0
IL,Christian,19.0,30.0,35.0,43.0,97.0,0.0,5.0,5.0,5.0,5.0
IL,Clark,1.0,5.0,11.0,14.0,65.0,0.0,0.0,0.0,0.0,0.0
IL,Clay,,2.0,2.0,2.0,12.0,,0.0,0.0,0.0,0.0
IL,Clinton,6.0,106.0,186.0,236.0,321.0,0.0,3.0,17.0,17.0,17.0
IL,Coles,,22.0,126.0,164.0,366.0,,1.0,15.0,17.0,19.0
IL,Cook,3727.0,36513.0,77119.0,90536.0,104691.0,44.0,1607.0,3603.0,4565.0,4872.0
IL,Crawford,1.0,10.0,11.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0
IL,Cumberland,1.0,3.0,10.0,11.0,43.0,0.0,0.0,0.0,0.0,2.0
IL,De Witt,,3.0,4.0,6.0,26.0,,0.0,0.0,0.0,0.0
IL,DeKalb,8.0,95.0,416.0,574.0,827.0,0.0,1.0,4.0,18.0,28.0
IL,Douglas,1.0,14.0,27.0,52.0,103.0,0.0,0.0,0.0,0.0,2.0
IL,DuPage,320.0,3081.0,7640.0,9036.0,11177.0,8.0,163.0,368.0,470.0,509.0
IL,Edgar,,,1.0,10.0,25.0,,,0.0,0.0,0.0
IL,Edwards,,,2.0,2.0,12.0,,,0.0,0.0,0.0
IL,Effingham,,5.0,7.0,12.0,81.0,,1.0,1.0,1.0,1.0
IL,Fayette,1.0,16.0,20.0,23.0,52.0,0.0,2.0,3.0,3.0,3.0
IL,Ford,,9.0,20.0,31.0,38.0,,1.0,1.0,1.0,1.0
IL,Franklin,1.0,8.0,12.0,14.0,110.0,0.0,0.0,0.0,0.0,0.0
IL,Fulton,,3.0,11.0,15.0,25.0,,0.0,0.0,0.0,0.0
IL,Gallatin,,2.0,2.0,2.0,42.0,,0.0,0.0,0.0,0.0
IL,Greene,,3.0,5.0,9.0,17.0,,0.0,0.0,0.0,0.0
IL,Grundy,3.0,35.0,98.0,162.0,260.0,0.0,0.0,2.0,4.0,5.0
IL,Hamilton,,2.0,2.0,5.0,17.0,,0.0,0.0,0.0,0.0
IL,Hancock,,6.0,17.0,18.0,28.0,,0.0,0.0,1.0,1.0
IL,Hardin,,1.0,1.0,1.0,16.0,,0.0,0.0,0.0,0.0
IL,Henderson,,4.0,8.0,8.0,9.0,,0.0,0.0,0.0,0.0
IL,Henry,2.0,45.0,69.0,84.0,186.0,0.0,0.0,0.0,1.0,1.0
IL,Iroquois,2.0,27.0,131.0,157.0,240.0,0.0,0.0,4.0,5.0,7.0
IL,Jackson,4.0,107.0,282.0,332.0,591.0,0.0,7.0,10.0,19.0,19.0
IL,Jasper,,44.0,45.0,46.0,50.0,,5.0,7.0,7.0,7.0
IL,Jefferson,,83.0,101.0,107.0,171.0,,12.0,16.0,17.0,17.0
IL,Jersey,,12.0,20.0,35.0,61.0,,1.0,1.0,1.0,1.0
IL,Jo Daviess,1.0,13.0,32.0,42.0,108.0,0.0,0.0,0.0,1.0,1.0
IL,Johnson,,4.0,8.0,20.0,51.0,,0.0,0.0,0.0,0.0
IL,Kane,113.0,1526.0,6327.0,7750.0,9065.0,7.0,48.0,176.0,269.0,297.0
IL,Kankakee,38.0,338.0,1157.0,1358.0,1728.0,0.0,28.0,55.0,65.0,68.0
IL,Kendall,18.0,266.0,793.0,1008.0,1309.0,2.0,7.0,22.0,23.0,24.0
IL,Knox,1.0,46.0,98.0,130.0,235.0,0.0,0.0,0.0,0.0,1.0
IL,LaSalle,5.0,53.0,150.0,216.0,463.0,2.0,1.0,13.0,17.0,18.0
IL,Lake,343.0,3509.0,8238.0,9719.0,11768.0,5.0,138.0,288.0,416.0,440.0
IL,Lawrence,,3.0,4.0,7.0,41.0,,0.0,0.0,0.0,0.0
IL,Lee,,24.0,81.0,97.0,136.0,,0.0,1.0,2.0,2.0
IL,Livingston,2.0,20.0,34.0,43.0,83.0,0.0,1.0,2.0,2.0,2.0
IL,Logan,,7.0,10.0,14.0,74.0,,0.0,0.0,0.0,0.0
IL,Macon,2.0,106.0,194.0,232.0,424.0,0.0,12.0,19.0,22.0,23.0
IL,Macoupin,,30.0,45.0,51.0,123.0,,0.0,2.0,3.0,3.0
IL,Madison,13.0,333.0,578.0,939.0,2047.0,0.0,21.0,60.0,68.0,72.0
IL,Marion,2.0,33.0,50.0,65.0,125.0,0.0,0.0,0.0,0.0,0.0
IL,Marshall,1.0,4.0,5.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0
IL,Mason,,12.0,18.0,22.0,42.0,,0.0,0.0,0.0,0.0
IL,Massac,,4.0,7.0,11.0,33.0,,0.0,0.0,0.0,0.0
IL,McDonough,,18.0,87.0,100.0,123.0,,0.0,11.0,15.0,15.0
IL,McHenry,52.0,621.0,1566.0,2032.0,2898.0,2.0,34.0,73.0,97.0,113.0
IL,McLean,17.0,95.0,218.0,260.0,520.0,1.0,3.0,13.0,13.0,15.0
IL,Menard,1.0,8.0,20.0,25.0,43.0,0.0,0.0,0.0,0.0,0.0
IL,Mercer,,8.0,17.0,20.0,54.0,,0.0,0.0,0.0,0.0
IL,Monroe,3.0,70.0,95.0,127.0,248.0,0.0,10.0,11.0,13.0,13.0
IL,Montgomery,1.0,26.0,39.0,44.0,133.0,0.0,0.0,0.0,0.0,5.0
IL,Morgan,4.0,22.0,36.0,128.0,176.0,1.0,1.0,1.0,3.0,5.0
IL,Moultrie,,5.0,11.0,17.0,52.0,,0.0,0.0,0.0,0.0
IL,Ogle,,119.0,211.0,267.0,375.0,,1.0,3.0,4.0,5.0
IL,Peoria,8.0,86.0,225.0,487.0,1189.0,0.0,3.0,8.0,28.0,34.0
IL,Perry,,21.0,42.0,51.0,99.0,,0.0,0.0,1.0,1.0
IL,Piatt,,7.0,11.0,19.0,34.0,,0.0,0.0,0.0,0.0
IL,Pike,,1.0,1.0,2.0,12.0,,0.0,0.0,0.0,0.0
IL,Pope,,,1.0,1.0,7.0,,,0.0,0.0,0.0
IL,Pulaski,,18.0,56.0,74.0,90.0,,0.0,0.0,0.0,0.0
IL,Putnam,,,1.0,1.0,7.0,,,0.0,0.0,0.0
IL,Randolph,2.0,156.0,269.0,285.0,416.0,0.0,1.0,4.0,7.0,7.0
IL,Richland,,3.0,3.0,4.0,12.0,,0.0,0.0,0.0,0.0
IL,Rock Island,8.0,377.0,695.0,947.0,1550.0,0.0,9.0,27.0,29.0,30.0
IL,Saline,1.0,3.0,7.0,9.0,94.0,0.0,0.0,0.0,0.0,1.0
IL,Sangamon,16.0,178.0,354.0,431.0,940.0,2.0,9.0,31.0,34.0,34.0
IL,Schuyler,,2.0,13.0,13.0,15.0,,0.0,0.0,0.0,0.0
IL,Scott,,,,,7.0,,,,,0.0
IL,Shelby,,10.0,16.0,18.0,52.0,,1.0,1.0,1.0,1.0
IL,St. Clair,36.0,475.0,1217.0,2086.0,3708.0,3.0,30.0,95.0,138.0,154.0
IL,Stark,,1.0,3.0,3.0,8.0,,0.0,0.0,0.0,0.0
IL,Stephenson,3.0,35.0,201.0,270.0,312.0,0.0,0.0,2.0,5.0,6.0
IL,Tazewell,4.0,45.0,73.0,127.0,322.0,0.0,3.0,5.0,8.0,8.0
IL,Union,,17.0,155.0,188.0,276.0,,0.0,10.0,19.0,21.0
IL,Unknown,3.0,378.0,,1053.0,1190.0,0.0,0.0,,201.0,192.0
IL,Vermilion,,17.0,39.0,65.0,188.0,,1.0,1.0,2.0,2.0
IL,Wabash,,1.0,2.0,22.0,26.0,,0.0,0.0,0.0,0.0
IL,Warren,,62.0,115.0,136.0,175.0,,0.0,0.0,0.0,0.0
IL,Washington,1.0,10.0,18.0,19.0,53.0,0.0,0.0,0.0,0.0,0.0
IL,Wayne,,2.0,9.0,14.0,35.0,,0.0,1.0,1.0,1.0
IL,White,,2.0,2.0,4.0,55.0,,0.0,0.0,0.0,0.0
IL,Whiteside,4.0,84.0,140.0,186.0,308.0,0.0,6.0,12.0,15.0,16.0
IL,Will,224.0,2492.0,5510.0,6686.0,8417.0,6.0,151.0,273.0,321.0,338.0
IL,Williamson,1.0,31.0,66.0,115.0,289.0,0.0,0.0,1.0,4.0,5.0
IL,Winnebago,13.0,442.0,2209.0,3030.0,3610.0,0.0,14.0,59.0,94.0,122.0
IL,Woodford,3.0,13.0,20.0,34.0,86.0,0.0,1.0,2.0,2.0,3.0
IN,Adams,1.0,7.0,17.0,46.0,74.0,0.0,1.0,1.0,2.0,2.0
IN,Allen,31.0,565.0,1608.0,2668.0,3506.0,2.0,55.0,77.0,120.0,165.0
IN,Bartholomew,10.0,253.0,513.0,583.0,723.0,0.0,15.0,37.0,47.0,50.0
IN,Benton,,8.0,30.0,47.0,56.0,,0.0,0.0,0.0,0.0
IN,Blackford,,8.0,26.0,38.0,56.0,,1.0,2.0,2.0,2.0
IN,Boone,20.0,194.0,333.0,439.0,627.0,0.0,23.0,38.0,45.0,48.0
IN,Brown,3.0,15.0,33.0,38.0,67.0,0.0,1.0,1.0,1.0,1.0
IN,Carroll,2.0,22.0,93.0,108.0,125.0,0.0,1.0,2.0,2.0,2.0
IN,Cass,,1166.0,1589.0,1639.0,1743.0,,3.0,8.0,10.0,10.0
IN,Clark,27.0,295.0,504.0,626.0,1009.0,0.0,16.0,48.0,51.0,52.0
IN,Clay,1.0,20.0,51.0,59.0,92.0,0.0,1.0,1.0,4.0,5.0
IN,Clinton,1.0,39.0,228.0,280.0,333.0,0.0,2.0,2.0,3.0,4.0
IN,Crawford,1.0,19.0,25.0,30.0,41.0,0.0,1.0,1.0,1.0,1.0
IN,Daviess,,49.0,87.0,140.0,226.0,,13.0,18.0,18.0,21.0
IN,DeKalb,1.0,21.0,38.0,158.0,210.0,0.0,2.0,2.0,5.0,5.0
IN,Dearborn,10.0,104.0,169.0,204.0,443.0,1.0,6.0,22.0,23.0,28.0
IN,Decatur,42.0,206.0,237.0,258.0,326.0,0.0,31.0,34.0,35.0,35.0
IN,Delaware,15.0,176.0,386.0,427.0,599.0,1.0,15.0,37.0,49.0,53.0
IN,Dubois,2.0,23.0,199.0,259.0,587.0,0.0,0.0,3.0,6.0,10.0
IN,Elkhart,12.0,287.0,1268.0,3101.0,4555.0,0.0,7.0,30.0,46.0,79.0
IN,Fayette,8.0,36.0,114.0,145.0,210.0,1.0,4.0,7.0,7.0,7.0
IN,Floyd,20.0,179.0,320.0,364.0,639.0,0.0,17.0,41.0,46.0,46.0
IN,Fountain,1.0,11.0,21.0,28.0,60.0,0.0,2.0,2.0,2.0,2.0
IN,Franklin,28.0,98.0,116.0,131.0,198.0,4.0,7.0,9.0,9.0,9.0
IN,Fulton,1.0,27.0,49.0,66.0,130.0,0.0,1.0,1.0,1.0,1.0
IN,Gibson,4.0,7.0,15.0,41.0,194.0,0.0,0.0,2.0,2.0,3.0
IN,Grant,7.0,140.0,266.0,376.0,702.0,0.0,12.0,24.0,29.0,32.0
IN,Greene,1.0,59.0,173.0,189.0,236.0,0.0,8.0,27.0,34.0,37.0
IN,Hamilton,106.0,762.0,1168.0,1478.0,2395.0,0.0,64.0,99.0,105.0,112.0
IN,Hancock,28.0,220.0,335.0,423.0,597.0,1.0,11.0,28.0,36.0,38.0
IN,Harrison,15.0,130.0,196.0,210.0,270.0,0.0,9.0,24.0,24.0,24.0
IN,Hendricks,58.0,681.0,1187.0,1390.0,1707.0,1.0,42.0,85.0,115.0,121.0
IN,Henry,2.0,40.0,176.0,240.0,360.0,0.0,1.0,11.0,15.0,18.0
IN,Howard,15.0,173.0,408.0,547.0,784.0,2.0,6.0,30.0,59.0,66.0
IN,Huntington,2.0,9.0,27.0,70.0,120.0,0.0,2.0,2.0,2.0,3.0
IN,Jackson,8.0,139.0,386.0,458.0,543.0,0.0,1.0,2.0,4.0,5.0
IN,Jasper,6.0,34.0,67.0,108.0,195.0,1.0,1.0,1.0,2.0,2.0
IN,Jay,,16.0,52.0,72.0,82.0,,0.0,0.0,0.0,0.0
IN,Jefferson,,27.0,46.0,65.0,146.0,,0.0,1.0,1.0,2.0
IN,Jennings,15.0,77.0,132.0,171.0,205.0,1.0,4.0,6.0,12.0,14.0
IN,Johnson,81.0,588.0,1125.0,1260.0,1634.0,3.0,67.0,115.0,126.0,126.0
IN,Knox,2.0,20.0,29.0,63.0,121.0,0.0,0.0,0.0,0.0,0.0
IN,Kosciusko,4.0,35.0,129.0,488.0,807.0,0.0,2.0,2.0,3.0,12.0
IN,LaGrange,2.0,25.0,77.0,458.0,537.0,0.0,2.0,2.0,6.0,10.0
IN,LaPorte,6.0,218.0,431.0,536.0,790.0,0.0,5.0,23.0,25.0,29.0
IN,Lake,98.0,1866.0,3607.0,4884.0,6919.0,2.0,90.0,200.0,255.0,282.0
IN,Lawrence,9.0,100.0,160.0,230.0,312.0,0.0,14.0,25.0,25.0,28.0
IN,Madison,32.0,428.0,595.0,652.0,804.0,4.0,56.0,68.0,73.0,75.0
IN,Marion,805.0,5576.0,9866.0,11451.0,14412.0,13.0,353.0,615.0,726.0,765.0
IN,Marshall,3.0,29.0,102.0,409.0,722.0,0.0,1.0,1.0,3.0,21.0
IN,Martin,,7.0,11.0,22.0,42.0,,0.0,0.0,0.0,0.0
IN,Miami,3.0,105.0,142.0,183.0,247.0,0.0,0.0,1.0,2.0,2.0
IN,Monroe,26.0,123.0,167.0,246.0,656.0,0.0,8.0,12.0,30.0,33.0
IN,Montgomery,6.0,67.0,240.0,287.0,328.0,0.0,0.0,18.0,21.0,22.0
IN,Morgan,23.0,155.0,287.0,328.0,420.0,1.0,5.0,26.0,34.0,35.0
IN,Newton,1.0,48.0,78.0,95.0,109.0,0.0,7.0,11.0,11.0,11.0
IN,Noble,2.0,70.0,230.0,437.0,617.0,0.0,13.0,22.0,29.0,29.0
IN,Ohio,1.0,4.0,13.0,14.0,42.0,0.0,0.0,0.0,0.0,3.0
IN,Orange,2.0,76.0,128.0,135.0,160.0,0.0,9.0,24.0,25.0,26.0
IN,Owen,10.0,23.0,34.0,43.0,72.0,0.0,1.0,1.0,1.0,1.0
IN,Parke,,12.0,21.0,27.0,49.0,,0.0,0.0,0.0,1.0
IN,Perry,,15.0,43.0,129.0,181.0,,0.0,1.0,9.0,13.0
IN,Pike,,1.0,6.0,6.0,32.0,,0.0,0.0,0.0,0.0
IN,Porter,15.0,243.0,543.0,688.0,1131.0,0.0,8.0,30.0,38.0,41.0
IN,Posey,3.0,11.0,16.0,32.0,153.0,0.0,0.0,0.0,0.0,0.0
IN,Pulaski,,23.0,46.0,60.0,72.0,,0.0,0.0,1.0,1.0
IN,Putnam,7.0,70.0,141.0,170.0,218.0,1.0,4.0,7.0,8.0,8.0
IN,Randolph,1.0,21.0,70.0,101.0,130.0,0.0,2.0,3.0,4.0,4.0
IN,Ripley,25.0,92.0,108.0,112.0,182.0,0.0,5.0,6.0,7.0,7.0
IN,Rush,4.0,37.0,61.0,80.0,113.0,0.0,1.0,2.0,3.0,4.0
IN,Scott,1.0,46.0,120.0,158.0,240.0,1.0,2.0,3.0,8.0,11.0
IN,Shelby,13.0,217.0,539.0,637.0,813.0,0.0,19.0,30.0,32.0,34.0
IN,Spencer,,8.0,23.0,33.0,113.0,,0.0,1.0,1.0,3.0
IN,St. Joseph,37.0,640.0,1275.0,1840.0,2978.0,2.0,22.0,39.0,70.0,83.0
IN,Starke,1.0,17.0,40.0,70.0,156.0,0.0,1.0,3.0,4.0,8.0
IN,Steuben,1.0,23.0,83.0,123.0,191.0,0.0,1.0,2.0,2.0,3.0
IN,Sullivan,1.0,16.0,35.0,47.0,72.0,0.0,0.0,1.0,1.0,1.0
IN,Switzerland,3.0,16.0,21.0,26.0,41.0,0.0,0.0,0.0,0.0,0.0
IN,Tippecanoe,14.0,110.0,395.0,636.0,1034.0,1.0,2.0,3.0,9.0,12.0
IN,Tipton,4.0,18.0,26.0,31.0,92.0,0.0,1.0,2.0,2.0,6.0
IN,Union,,10.0,22.0,29.0,50.0,,0.0,0.0,0.0,0.0
IN,Vanderburgh,17.0,135.0,269.0,416.0,1582.0,0.0,1.0,2.0,6.0,8.0
IN,Vermillion,1.0,8.0,11.0,14.0,27.0,0.0,0.0,0.0,0.0,0.0
IN,Vigo,7.0,64.0,169.0,223.0,408.0,1.0,6.0,9.0,9.0,11.0
IN,Wabash,1.0,42.0,77.0,109.0,152.0,0.0,1.0,2.0,2.0,3.0
IN,Warren,2.0,11.0,13.0,15.0,20.0,0.0,1.0,1.0,1.0,1.0
IN,Warrick,8.0,96.0,167.0,198.0,460.0,0.0,14.0,29.0,31.0,31.0
IN,Washington,6.0,43.0,52.0,64.0,99.0,0.0,0.0,1.0,1.0,1.0
IN,Wayne,1.0,78.0,228.0,305.0,560.0,0.0,3.0,5.0,6.0,8.0
IN,Wells,1.0,5.0,31.0,84.0,137.0,0.0,0.0,0.0,1.0,2.0
IN,White,2.0,47.0,233.0,257.0,334.0,0.0,0.0,8.0,10.0,10.0
IN,Whitley,1.0,19.0,41.0,79.0,141.0,0.0,1.0,3.0,4.0,6.0
KS,Allen,,,,5.0,14.0,,,,0.0,0.0
KS,Anderson,,,1.0,4.0,26.0,,,0.0,0.0,0.0
KS,Atchison,1.0,9.0,20.0,32.0,59.0,0.0,0.0,0.0,0.0,0.0
KS,Barber,,1.0,1.0,1.0,4.0,,0.0,0.0,0.0,0.0
KS,Barton,,9.0,45.0,56.0,104.0,,0.0,1.0,2.0,3.0
KS,Bourbon,3.0,6.0,8.0,19.0,69.0,0.0,1.0,1.0,1.0,1.0
KS,Brown,,,6.0,11.0,28.0,,,0.0,0.0,0.0
