state,county,trump_percent,clinton_percent
Arkansas,Montgomery,0.7426243326777184,0.2101713964596797
Arkansas,Nevada,0.6161429451632778,0.35643869377695625
Arkansas,Newton,0.7660538236077804,0.18625099920063948
Arkansas,Ouachita,0.5386009058882738,0.43492702566683444
Arkansas,Perry,0.6985601486298189,0.24361356247097074
Arkansas,Phillips,0.35179059398820656,0.619876312383144
Arkansas,Pike,0.7912584777694047,0.1720673197689023
Arkansas,Poinsett,0.7125097125097125,0.24346024346024345
Arkansas,Polk,0.8040335317701373,0.14724820799416838
Arkansas,Pope,0.7202800301298241,0.22154282422792326
Arkansas,Prairie,0.7273519163763066,0.23635307781649245
Arkansas,Pulaski,0.3833930002002804,0.5606223713198478
Arkansas,Randolph,0.7068506035428751,0.22338924596331713
Arkansas,St. Francis,0.4300134589502019,0.5425302826379542
Arkansas,Saline,0.6883493282149712,0.2544337811900192
Arkansas,Scott,0.778062678062678,0.17150997150997152
Arkansas,Searcy,0.7926502145922747,0.16121244635193133
Arkansas,Sebastian,0.6525304119900531,0.2755561529672693
Arkansas,Sevier,0.7194213064445418,0.2356422621657168
Arkansas,Sharp,0.7458959856531936,0.20306249137812113
Arkansas,Stone,0.7321110715557138,0.21413314346742612
Arkansas,Union,0.6189179590387119,0.34657274772108443
Arkansas,Van Buren,0.7333424172230549,0.21106417768088295
