2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
1751419,1789641,1844174,1864193,1889423,Nez Perce, ID,1528277,1599937,1645691,1732323,1793985
113328,109800,112375,102273,110667,Oneida, ID,132652,142923,145073,148303,158132
399224,379634,395649,379301,383126,Owyhee, ID,376633,383338,393012,375741,390220
757884,837885,844072,833896,780280,Payette, ID,809591,852924,862028,884796,916917
375583,393130,360153,372306,419021,Power, ID,253963,273058,263626,273470,284828
705092,608344,568106,451515,466589,Shoshone, ID,419553,446571,446844,435167,454730
231535,252736,264624,278215,309013,Teton, ID,325970,354987,401403,429575,463951
2952398,3092119,3188155,3233364,3323275,Twin Falls, ID,2859177,3031081,3106071,3260210,3410765
375473,405348,425180,451269,455186,Valley, ID,422200,455410,479162,511834,547961
382924,380153,411155,415826,404915,Washington, ID,326437,347007,343004,350831,368084
3146688,3184014,3120703,3139643,3284870,Adams, IL,2740596,2812104,2855299,2911786,3079996
175200,169523,180046,175907,180487,Alexander, IL,206589,208831,207946,207258,210359
519420,538723,505537,510397,556141,Bond, IL,560934,558640,570027,580492,626168
1519028,1539986,1576573,1494617,1706969,Boone, IL,2182261,2259160,2351741,2408320,2541509
390163,399933,387127,403323,403332,Brown, IL,201724,203852,210047,221126,230546
1228141,1214852,1156349,1196240,1200477,Bureau, IL,1329717,1322612,1355896,1389643,1449412
106812,111252,100621,100905,109270,Calhoun, IL,176072,177168,184128,193142,204138
525603,486450,561679,530307,463346,Carroll, IL,605818,595986,627656,623536,606811
650510,622333,612636,622070,638399,Cass, IL,498804,489208,493048,501085,522877
10398948,10426855,10084549,10009038,10356705,Champaign, IL,8871340,9131307,9002125,9056828,9518119
1460003,1280011,1291070,1344448,1346262,Christian, IL,1277515,1252041,1272548,1312386,1362741
550784,526704,540468,557592,608104,Clark, IL,609840,590245,603698,630420,670810
575846,626606,589274,586556,588562,Clay, IL,484944,470878,478105,493387,534778
1197122,1124530,1196619,1173145,1210870,Clinton, IL,1582872,1586989,1653779,1712573,1816206
2234172,2181513,2178366,2262329,2305836,Coles, IL,1950104,1953050,1948590,2007608,2086042
342176485,348451260,351380397,354454887,362063569,Cook, IL,281725395,295285559,297820437,307302945,322254992
4173452,3453908,2650746,3037722,3154494,Crawford, IL,878515,858286,844477,852391,908981
336423,313014,308883,331514,343839,Cumberland, IL,433625,431874,438283,455305,473149
3469520,3630041,3542208,3523477,3614570,DeKalb, IL,3744504,3861214,3965995,4068006,4262447
1129753,1083952,1160793,1103938,1129745,De Witt, IL,788552,708587,733148,720807,744372
941498,914455,918981,950619,1002215,Douglas, IL,904801,909632,904790,942724,1003880
76840176,79834105,80271717,81750103,82596221,DuPage, IL,58028593,61454941,61977193,64314288,67684237
728619,698730,690176,744879,756615,Edgar, IL,660077,638260,670261,706002,732311
300407,269148,267365,288114,279804,Edwards, IL,251539,243896,236621,253088,257796
1885292,1838013,1848777,1961274,2041960,Effingham, IL,1489143,1473870,1533224,1630705,1730880
575003,537250,556309,571792,599015,Fayette, IL,695873,696654,706187,722474,759321
741529,712640,786186,751179,788611,Ford, IL,689311,665443,691088,662415,701393
1086592,1053082,1093603,1129146,1247960,Franklin, IL,1366852,1364592,1366043,1396091,1445657
905165,923587,869606,877634,917536,Fulton, IL,1218415,1226428,1242627,1265309,1336653
271660,281032,296067,296363,276703,Gallatin, IL,227115,213553,216932,222173,225596
375719,311613,335338,348085,377090,Greene, IL,462831,423409,447856,453309,481479
3181134,3043557,3177894,3179509,3145931,Grundy, IL,2523213,2445442,2389702,2504356,2633047
364805,421809,350296,454792,460533,Hamilton, IL,341276,334660,331113,355218,353860
643320,514828,593121,641336,683222,Hancock, IL,772271,745097,776922,781390,822276
129109,112469,107120,106132,105717,Hardin, IL,141171,140492,142529,144249,145277
215566,178910,205747,223328,201065,Henderson, IL,274744,269348,278470,284061,281447
1518312,1475718,1482948,1501490,1436917,Henry, IL,2105122,2121081,2132719,2170396,2212582
1140050,1033837,1185885,1076897,1056396,Iroquois, IL,1153561,1110130,1173192,1150196,1194087
2724676,2629683,2772570,2662323,2805921,Jackson, IL,1961568,2034373,2016274,2056838,2140797
681290,543385,515877,542544,568282,Jasper, IL,409514,371269,387004,404790,441727
1668602,1690280,1686122,1680172,1695482,Jefferson, IL,1371046,1379462,1395549,1436048,1496949
484639,508360,487948,493367,502115,Jersey, IL,822220,822063,846993,869908,907136
865903,852024,862970,812410,819232,Jo Daviess, IL,979580,985004,999249,1000239,1048237
237622,237706,229919,225677,226975,Johnson, IL,396833,411916,416556,428124,447862
20901024,21202757,21140553,21471957,21846847,Kane, IL,23372283,24360922,25078880,26025618,27422778
4225967,4261711,4383459,4366489,4370611,Kankakee, IL,4044070,4146905,4259329,4377733,4542931
2623618,2783139,2826945,2877800,2910561,Kendall, IL,5229727,5498820,5720016,5930467,6272063
1889270,1789162,1834303,1763589,1750985,Knox, IL,1891635,1909969,1917415,1914023,1977951
54086335,57300737,57791108,58704142,60106642,Lake, IL,48053962,50808873,51250478,52114081,55056935
5219030,5271458,5282238,5362331,5398514,LaSalle, IL,4397247,4459310,4542660,4674174,4884105
522375,527142,505490,516322,510953,Lawrence, IL,546068,480014,458121,458242,471551
1338028,1339798,1335417,1445488,1508358,Lee, IL,1322472,1322601,1339647,1383233,1430108
1884318,1787533,1900803,1764773,1753899,Livingston, IL,1535912,1490104,1573236,1545157,1601208
1111793,943786,1106815,1055645,1110851,Logan, IL,1044047,991026,1046929,1042273,1108951
1249094,1137526,1179808,1150678,1150422,McDonough, IL,1131349,1111778,1129987,1126831,1159013
9982164,10178110,10098988,10166494,10241435,McHenry, IL,14764282,15354598,15833218,16324485,17193564
11372251,11869056,12002700,11826318,11802499,McLean, IL,7597603,7933879,8090282,8166372,8499762
6543378,6554747,6405913,6238665,6523486,Macon, IL,4862863,4776868,4797541,4793880,5048618
1090768,1195334,1074504,1096295,1163098,Macoupin, IL,1679607,1688658,1730896,1770472,1885341
11732217,11100623,10721584,10794089,11293639,Madison, IL,10916113,11314159,11475044,11828146,12400663
1322661,1277650,1280697,1287918,1372400,Marion, IL,1469530,1488259,1473979,1521498,1619869
445818,395690,453634,416978,403674,Marshall, IL,503238,501642,524224,511379,530737
596656,468271,544718,579311,577815,Mason, IL,549075,507803,539306,547738,576650
833769,741026,694090,685117,690326,Massac, IL,512252,516150,530689,532664,540108
278928,267013,236933,250856,289134,Menard, IL,506717,506620,519914,539880,580393
366536,412809,377800,420641,403854,Mercer, IL,647169,647989,659935,684851,702766
835128,896581,865997,882959,923297,Monroe, IL,1692047,1782592,1852352,1882364,2014971
1330718,1093283,1188741,1274122,1324737,Montgomery, IL,982059,942608,986254,1005296,1078739
1409766,1378474,1376639,1365793,1445898,Morgan, IL,1269078,1275512,1307877,1313817,1405204
677503,581590,571325,623786,692823,Moultrie, IL,804750,759870,749654,848406,923015
2634549,2722574,2735223,2701069,2721329,Ogle, IL,2114892,2114545,2212527,2265489,2380918
10839589,10936082,10717177,11186444,12040364,Peoria, IL,8654196,8886426,8763456,8757027,9236009
680835,638393,647016,651924,712065,Perry, IL,745542,747577,748283,766553,812417
423571,443287,424724,426637,477520,Piatt, IL,779595,776067,817474,831067,889619
614951,545855,629663,613389,623777,Pike, IL,624482,597571,634797,633347,667649
92644,103258,93027,99490,96338,Pope, IL,115416,121135,117948,123057,127650
237403,233971,246211,258663,236180,Pulaski, IL,188115,188717,192114,202088,197466
340336,323396,351440,348240,338034,Putnam, IL,306424,314176,316250,325061,337909
1549453,1540865,1510682,1423239,1470109,Randolph, IL,1068049,1088617,1108892,1115919,1184874
754526,812538,898151,925273,962210,Richland, IL,637316,610929,618715,632029,670795
10145458,10216326,10199947,10404094,10496180,Rock Island, IL,5860411,6016266,6057573,6227160,6428026
10689808,10538141,10525960,10616286,10679494,St. Clair, IL,10567811,10971181,10974410,11266689,11763624
1078788,982085,871157,889487,849787,Saline, IL,906113,899697,890301,925920,948765
10056030,10218497,10058948,10125082,10570791,Sangamon, IL,8652528,8790193,8880852,9093807,9550735
295447,271538,285042,286222,285717,Schuyler, IL,299996,283728,290784,293314,305290
180946,146400,166408,166276,189956,Scott, IL,191361,178577,190028,192894,210440
691409,681757,684249,705315,810282,Shelby, IL,793644,781888,780679,819880,902516
219951,226737,237581,251750,227465,Stark, IL,220321,211314,221253,227417,232696
2024024,1981416,1994216,1897427,1923456,Stephenson, IL,1795724,1808377,1862186,1839568,1911950
11583241,10118112,9108186,8177447,8206096,Tazewell, IL,5698508,5891929,5982586,5983226,6333441
452441,456061,480356,455045,448465,Union, IL,655871,670913,687368,694769,720125
3292122,3180311,3214461,3196706,3285723,Vermilion, IL,2858353,2860046,2855867,2913571,3032359
383927,350236,350747,373729,376181,Wabash, IL,484844,463852,468613,486972,503205
700978,639761,689555,718109,750948,Warren, IL,650224,627496,651486,667654,702982
868092,742961,833583,898282,1013500,Washington, IL,663832,612554,625320,663552,715755
629555,663586,649001,604981,648342,Wayne, IL,669598,636410,636360,627820,672285
676476,607841,594068,597729,573158,White, IL,649389,615246,603217,653234,677851
2119649,2130629,1997881,2077581,2090471,Whiteside, IL,2253923,2261066,2272828,2367943,2448448
25962287,26858890,27399059,27685330,28209374,Will, IL,31160475,32823591,33593070,34861105,36659783
2654321,2637918,2662912,2700573,2796011,Williamson, IL,2694554,2768137,2788535,2847182,2984625
12818228,12642576,12582907,12757249,13080810,Winnebago, IL,11052869,11427707,11437879,11839303,12426194
1245415,1194641,1217365,1156829,1155062,Woodford, IL,1843388,1898731,1938639,1912661,2035776
1278431,1239264,1281672,1351353,1416976,Adams, IN,1232492,1213484,1256102,1314842,1395770
18087674,18874695,18938297,19105381,19716158,Allen, IN,14780039,15595594,15980208,16445153,17374174
5847599,5804117,5827358,6063299,6363058,Bartholomew, IN,3605589,3744617,3803259,3955556,4131157
389086,363736,427764,406379,421798,Benton, IN,343771,315968,342464,341569,370132
286216,267607,299424,297807,292995,Blackford, IN,418984,423708,431970,438544,449490
3716155,3879642,3894398,4344034,4528949,Boone, IN,3863786,4139028,4480870,4644344,4926482
247151,243485,242380,236847,241987,Brown, IN,607219,634645,657648,677871,712716
603669,567678,618213,618854,661601,Carroll, IN,791325,768861,813010,829417,889636
1252319,1164403,1214464,1220270,1258237,Cass, IN,1345538,1337211,1376825,1413254,1472203
4380722,4326567,4343758,4355017,4380616,Clark, IN,4579108,4733797,4767154,4927228,5136083
617903,597363,599020,618062,640668,Clay, IN,894828,910147,936279,968382,1010565
1100580,1035616,1005079,1029168,1100849,Clinton, IN,1134395,1127133,1149317,1174117,1263288
181866,181310,180768,188878,188897,Crawford, IN,315127,326564,333377,342597,353518
1044073,1104312,1055918,1116774,1159916,Daviess, IN,1217313,1256668,1256236,1331332,1394297
1444298,1553011,1552498,1547368,1510907,Dearborn, IN,2042606,2142736,2173265,2248300,2352214
1350793,1247248,1292516,1374281,1431726,Decatur, IN,1011755,1009654,1056497,1094488,1144977
2210885,2333251,2413806,2418339,2466948,DeKalb, IN,1582730,1671992,1739970,1807634,1904933
3688306,3762814,3754936,3827953,3872532,Delaware, IN,3804838,3921342,4004797,4120845,4269683
2465433,2598251,2506210,2573161,2615764,Dubois, IN,2178121,2217511,2197190,2313336,2404428
10168793,10329039,10767472,11979393,12038611,Elkhart, IN,7759117,8160605,8544983,9286181,9623587
552589,537627,549131,556121,583073,Fayette, IN,837743,843433,874765,901222,943520
2369357,2425417,2534222,2530820,2600472,Floyd, IN,3589584,3817834,4046928,4105911,4315269
516671,498302,517273,500903,536769,Fountain, IN,598726,585520,617358,626952,670550
501358,465677,470792,486509,495074,Franklin, IN,932924,969680,985207,1014470,1060148
602526,598362,606147,642335,626150,Fulton, IN,746413,758974,769308,808758,832555
2823282,2677512,2838950,3049925,2902220,Gibson, IN,1381258,1380578,1408699,1470739,1518234
3784940,3999219,4490689,3829678,4276362,Grant, IN,2432196,2490836,2500500,2531994,2666725
569177,579959,566956,568536,623538,Greene, IN,1128453,1151975,1168683,1211149,1275109
14366720,15087232,15547416,15934100,16176217,Hamilton, IN,19446276,20627031,21897695,23202590,24662953
1944183,1929478,2008215,2105964,2180514,Hancock, IN,3113948,3284761,3469551,3633321,3849760
871556,859861,862876,882551,893313,Harrison, IN,1456106,1515817,1566406,1611494,1689122
4865602,5190305,5514080,5768101,6030852,Hendricks, IN,6690165,7026607,7427685,7817824,8290500
1020715,1017298,1023042,1061134,1134531,Henry, IN,1621367,1655646,1712837,1763967,1850496
5029042,5006828,5023786,5268619,5253267,Howard, IN,3043137,3134123,3211886,3285555,3446355
1285273,1262001,1248905,1279718,1296402,Huntington, IN,1357708,1381558,1399987,1456918,1532667
1955277,2270764,2339143,2498300,2495376,Jackson, IN,1699507,1755836,1759696,1801349,1884532
1441567,1320619,1338731,1381534,1311535,Jasper, IN,1360574,1361631,1392741,1415740,1444703
843431,932733,848857,885210,958240,Jay, IN,771459,789106,756846,777347,816459
1330042,1321585,1337154,1386775,1373639,Jefferson, IN,1198977,1249361,1259758,1296229,1352114
623055,640712,641307,646249,662272,Jennings, IN,954063,978168,997072,1035940,1075703
3938749,4062407,4133856,4324289,4534695,Johnson, IN,6279923,6570927,6854175,7161613,7550688
1816889,1784299,1857842,1909283,1860452,Knox, IN,1560238,1529259,1564766,1596016,1646472
4484645,4691134,4263542,4384419,4549226,Kosciusko, IN,3298037,3653025,3440771,3612941,3792563
1243362,1366762,1317524,1464687,1490183,Lagrange, IN,1344722,1406908,1451600,1615013,1657619
23342324,21955845,22285179,22372478,22602046,Lake, IN,18895013,19662986,20223868,20885927,21881948
4018900,3828465,3809847,3848432,3940402,LaPorte, IN,4108770,4190563,4305194,4458143,4678294
1218060,1287039,1322583,1311575,1363235,Lawrence, IN,1593705,1654989,1705356,1772371,1854770
3291018,3309585,3321008,3356841,3494610,Madison, IN,4380741,4546675,4645644,4747917,4948667
82461373,79228275,80755236,81713747,82996653,Marion, IN,43329752,45346774,46763199,47758830,49585841
1601683,1571668,1593377,1590747,1587315,Marshall, IN,1708515,1732088,1787574,1861169,1911394
852424,924109,933239,987031,1027957,Martin, IN,353066,368790,364969,383591,408080
817045,775569,822217,823086,824484,Miami, IN,1130961,1135487,1166797,1198647,1246237
5691491,5653521,5751130,5962418,6080616,Monroe, IN,5021043,5297919,5566614,5913275,6201690
1571274,1586663,1622504,1584277,1586433,Montgomery, IN,1437907,1461909,1484251,1482460,1535975
1411709,1355919,1435233,1447248,1550375,Morgan, IN,2711329,2756098,2862183,2954239,3097947
360745,373196,352674,336006,349433,Newton, IN,515661,516124,518454,530237,557893
1637409,1648146,1639737,1665449,1712402,Noble, IN,1640518,1698778,1729794,1802352,1891674
106658,107530,103553,108625,103660,Ohio, IN,210121,218153,223444,225452,237932
567437,561438,570377,600337,604918,Orange, IN,630400,644490,665351,715266,743006
423538,432365,449377,458010,465645,Owen, IN,697386,745425,771758,800521,835482
284734,275653,322998,320926,310227,Parke, IN,533861,545617,582105,599686,615210
656425,693092,708389,696896,696505,Perry, IN,651694,664066,679282,694890,723035
905423,758576,774454,814763,690529,Pike, IN,457523,462971,466044,490479,505266
5955503,6134776,6296503,6292093,6370405,Porter, IN,7540007,7800696,8043621,8530807,9010455
1544778,1480476,1485397,1581104,1524491,Posey, IN,1168356,1160897,1144124,1200219,1230513
517790,495974,517389,541925,520074,Pulaski, IN,509969,498876,513592,530959,542678
967984,934369,994002,1015373,1026472,Putnam, IN,1233300,1251208,1309426,1360036,1415934
797736,758668,712044,714968,731186,Randolph, IN,893328,915311,921910,919712,956551
1063098,1116090,1186941,1267581,1231942,Ripley, IN,1060814,1059264,1097520,1146958,1192758
525500,494096,541396,537833,554643,Rush, IN,683702,674852,710849,743669,782247
12082958,12049473,11981120,12094783,12554863,St. Joseph, IN,11051009,11763564,11828369,12437967,12908529
562367,566398,588547,607035,630586,Scott, IN,789813,808156,841088,864114,894839
1897574,1912354,2032618,2010902,2032091,Shelby, IN,1732037,1731005,1806995,1879644,1955589
1301518,1174280,1173906,1183845,1114528,Spencer, IN,819853,827933,828473,877324,893797
424914,404770,441163,459298,455392,Starke, IN,725683,734466,754818,783327,810679
1189282,1240647,1257372,1311702,1355799,Steuben, IN,1260079,1288634,1335563,1416798,1495191
1073928,955877,972644,911183,882530,Sullivan, IN,658640,661897,680113,698894,727905
209132,206733,207868,207471,207854,Switzerland, IN,292621,296831,297727,309722,330368
7604835,7693297,7799233,7962074,8355142,Tippecanoe, IN,6310624,6566220,6758967,7063343,7561524
424832,492970,522325,562155,646608,Tipton, IN,619415,626755,652935,662206,705114
137858,127058,124488,126586,132120,Union, IN,249122,244543,255091,264940,274432
10282234,10204677,10154562,10363785,10474357,Vanderburgh, IN,7431561,7685918,7728714,7960334,8305357
755370,683584,760163,740246,755958,Vermillion, IN,556363,543785,559982,577857,610046
4497328,4645936,4578314,4568509,4542724,Vigo, IN,3725626,3799688,3876183,4031903,4184785
1148070,1145348,1155647,1139965,1180811,Wabash, IN,1229909,1260318,1285502,1299809,1370674
266164,223006,267127,251395,288311,Warren, IN,354033,323423,342398,343401,375296
1993904,2011070,1970058,1963308,2015080,Warrick, IN,2972081,3115516,3222324,3387005,3533549
574352,615054,567460,590052,633102,Washington, IN,947968,976640,975159,1011958,1065283
2555032,2514120,2547446,2581702,2659403,Wayne, IN,2491037,2501507,2565102,2622153,2736654
1063566,980371,968933,1000237,1063282,Wells, IN,1073884,1079003,1096086,1136702,1205237
887418,880634,921093,899339,937398,White, IN,946657,943807,977472,997358,1058282
1075648,1104037,1169413,1188622,1211021,Whitley, IN,1298456,1331164,1389515,1438420,1517245
324062,328347,315310,319374,324537,Adair, IA,334362,339241,333864,338235,367196
257574,283787,302511,280320,296386,Adams, IA,247440,264321,238428,221337,241734
560134,571989,593313,544488,541503,Allamakee, IA,589999,609636,598486,600694,632739
352747,357330,359058,358792,348067,Appanoose, IA,422069,441128,444155,453220,478553
281482,245856,236395,249683,249566,Audubon, IA,270501,252422,241973,250951,265825
681986,656477,660277,680997,740852,Benton, IA,1218702,1236302,1245919,1296648,1384503
7938249,7466513,6835480,6895327,7115887,Black Hawk, IA,5320547,5437265,5457086,5590464,5927076
958352,918138,910775,885440,967923,Boone, IA,1184276,1188172,1190778,1224852,1306916
1060134,1099724,1092552,1053747,1039846,Bremer, IA,1086697,1127816,1139156,1172852,1232511
645661,611563,591005,611841,601478,Buchanan, IA,891881,908966,897110,938105,985563
1330767,1396750,1384319,1402443,1462894,Buena Vista, IA,948968,966749,875526,909547,993699
601688,651233,764111,792589,739157,Butler, IA,660341,662302,674164,695666,724953
479293,407984,460719,424002,490304,Calhoun, IA,474582,450307,456042,445824,496758
1282222,1247115,1296807,1315642,1325535,Carroll, IA,1017042,1013096,1005873,1027720,1097515
639216,666664,621439,633006,640979,Cass, IA,583068,600609,569848,588102,624869
571711,524823,505210,503107,544340,Cedar, IA,894356,899121,910028,932335,993865
2332583,2392015,2383966,2294118,2360792,Cerro Gordo, IA,2171275,2263859,2207285,2147035,2274873
852883,873033,900002,851770,876700,Cherokee, IA,653211,674571,677949,653658,711267
665923,751812,773455,664332,690161,Chickasaw, IA,639100,700446,679863,647365,698148
366641,375228,372653,403686,421066,Clarke, IA,334637,352021,350755,385599,413556
934488,1003498,882288,922509,964775,Clay, IA,777612,827119,748449,771032,836970
766257,790524,811869,840723,832243,Clayton, IA,783834,818799,800215,844100,884311
2152036,2159484,2089255,2095720,2106560,Clinton, IA,1899428,1937189,1958508,1977737,2058125
793228,719279,694175,709390,736402,Crawford, IA,709814,669919,649680,675666,716608
4199373,4561560,4746397,4679801,4763330,Dallas, IA,4524085,4960903,5178671,5548633,5963406
210933,204049,223490,221016,221183,Davis, IA,301010,298211,294686,308853,332919
189027,190197,188600,216742,224155,Decatur, IA,242953,248833,249042,264674,283317
802132,835932,781261,820910,845252,Delaware, IA,779803,811377,780019,826923,887559
2141529,2172710,2196937,2166900,2198139,Des Moines, IA,1844510,1902823,1966449,1893759,1977038
801170,881676,852238,874636,850226,Dickinson, IA,877818,960345,937280,972046,1005021
5072109,5185679,5073477,5120001,5194130,Dubuque, IA,4136253,4325401,4363356,4485869,4754031
443097,459816,369340,417605,363045,Emmet, IA,405948,421373,386746,406468,402516
720405,687063,699973,731090,698596,Fayette, IA,805077,798316,795316,830884,870205
666746,721511,706885,657302,644007,Floyd, IA,658078,714622,697174,700737,733834
703531,685354,677570,702524,679214,Franklin, IA,524153,517089,476040,499676,526157
311315,256471,238303,252905,241298,Fremont, IA,308925,290869,289836,305472,317475
491220,411558,418401,402151,417537,Greene, IA,438961,405904,408576,407120,434282
474022,603480,571645,700598,638762,Grundy, IA,595944,599336,588218,627630,655432
477835,465170,424237,427466,457313,Guthrie, IA,514918,537349,524359,523135,564884
813720,765608,655830,680309,807344,Hamilton, IA,770158,760001,706387,707381,793525
831132,798787,664429,752094,755413,Hancock, IA,559304,570624,512789,558548,586919
964155,907548,940470,1006092,1002720,Hardin, IA,837305,825392,793467,835777,888558
463659,479292,516804,446383,451315,Harrison, IA,587663,617888,625097,621275,634544
771273,750872,744410,751270,798306,Henry, IA,755285,766724,785126,809888,867360
439749,454760,417916,391889,417568,Howard, IA,414426,440858,409167,406801,443107
465728,475114,470312,443321,443824,Humboldt, IA,439634,462129,459020,454029,479269
421253,385707,378111,428877,429048,Ida, IA,328424,326225,335508,341418,360920
816703,775203,738351,771035,802948,Iowa, IA,800526,801269,796361,833339,891055
551894,600793,605127,559811,593898,Jackson, IA,768167,810747,810707,819320,877688
1076227,988209,982323,976723,1058798,Jasper, IA,1430073,1427029,1474978,1511818,1617786
611834,598408,612099,606822,677208,Jefferson, IA,665364,676034,693067,698308,777881
8005278,8024479,8049250,8281109,8385942,Johnson, IA,6633537,6908034,7211254,7540653,7967115
573858,568792,541093,548837,556983,Jones, IA,796636,825011,838800,859876,905519
352188,330752,363479,297889,336881,Keokuk, IA,440028,431978,422963,419156,455102
1041811,1083142,1037829,1078023,1066212,Kossuth, IA,740630,760493,726640,758090,790009
1702342,1751118,1641194,1551096,1580685,Lee, IA,1311977,1360054,1365029,1350196,1436232
14970560,15568897,15733507,15560368,15957005,Linn, IA,10332409,10757162,11013371,11297646,11915120
540561,484209,476180,486571,551334,Louisa, IA,411788,421411,419483,432475,458354
276298,286828,291041,289019,309877,Lucas, IA,327107,334050,337321,338457,364179
969939,1017412,1213612,1260985,1126386,Lyon, IA,665982,684867,642866,700004,719200
351594,374195,365884,370091,393017,Madison, IA,673145,700421,726543,755078,804405
797680,770666,778726,784005,872648,Mahaska, IA,857326,863272,868603,889142,966114
1473519,1486371,1463150,1481091,1546001,Marion, IA,1359126,1410937,1457121,1519593,1635457
1618581,1594637,1583533,1571406,1691952,Marshall, IA,1566797,1609891,1660286,1636855,1745261
463848,455279,465649,496136,508666,Mills, IA,737662,753659,751363,799508,853269
629348,642065,623222,604233,652501,Mitchell, IA,615835,656240,619004,602339,669213
339070,343507,399113,404898,366224,Monona, IA,384779,402407,404240,406997,417617
378494,393897,382638,388700,424160,Monroe, IA,303798,306267,311235,315681,341461
383701,398223,373573,388312,385816,Montgomery, IA,393226,403004,394429,404542,422925
2360627,2306755,2284845,2265143,2298640,Muscatine, IA,1824587,1859491,1892252,1934903,2041413
911623,936080,1148411,1164151,1116366,O'Brien, IA,754310,774685,756332,774989,828113
481385,471602,456467,507733,495070,Osceola, IA,355351,364785,313149,319100,345270
565271,506121,506133,501767,531794,Page, IA,600480,583888,594637,594127,634804
574331,580810,487974,555354,528894,Palo Alto, IA,496913,506259,436390,453161,473737
1403824,1415752,1613598,1567910,1556493,Plymouth, IA,1295577,1344165,1387421,1367574,1445184
560547,654342,679430,501363,538662,Pocahontas, IA,362195,407741,352042,320158,355190
33241634,35696734,36688552,36211368,36757721,Polk, IA,21894912,22964332,23814253,24538106,25926709
4280634,4553463,4611782,4445608,4637631,Pottawattamie, IA,3717127,3980507,3986406,4038111,4265441
1080814,1107148,1088574,1093660,1129491,Poweshiek, IA,792121,812469,791941,820789,877913
186385,167354,157843,189495,185894,Ringgold, IA,209806,204731,196802,214960,227108
551865,564822,539118,518523,589102,Sac, IA,518891,524498,472429,494675,553309
8069988,8160232,8052003,8012364,8208858,Scott, IA,8293110,8471138,8656442,8977340,9413211
928937,1047408,1021387,1019531,1023116,Shelby, IA,597262,582012,566644,571068,588556
2372140,2486700,2434370,2684788,2676524,Sioux, IA,1705856,1815260,1682701,1813621,1955918
4707523,4716210,4627378,4744881,4814640,Story, IA,3594249,3742012,3794334,3888085,4109112
505336,486404,513704,506975,548997,Tama, IA,705062,711700,727111,735615,785752
259146,257710,179462,232534,234141,Taylor, IA,255985,257618,222548,245594,257454
578016,562082,541249,521452,535762,Union, IA,478542,475223,467029,473725,500465
252799,222327,207442,206315,223794,Van Buren, IA,267098,263310,268596,271081,290476
1568775,1648982,1572369,1597865,1628245,Wapello, IA,1221513,1258271,1269298,1296431,1373069
953666,975289,995315,1017135,1042882,Warren, IA,2088334,2198331,2347864,2443161,2588438
1070505,1024688,934993,1084028,1151368,Washington, IA,1128806,1127105,1085719,1173215,1271733
222643,214416,219054,224788,235082,Wayne, IA,245282,251350,251077,262618,281522
2088922,2194846,2137710,2074199,2097183,Webster, IA,1562922,1604283,1611959,1561843,1650441
441008,473931,416167,436815,431395,Winnebago, IA,437935,465712,432671,449609,468344
955340,1059596,1063400,953582,988435,Winneshiek, IA,904628,974207,948286,943370,1004947
4834408,5044728,4941052,4618402,4770518,Woodbury, IA,3983266,4188450,4278426,4242280,4510448
492953,461492,372315,338045,356108,Worth, IA,336153,352869,317344,297905,315422
955112,980932,889787,909568,958690,Wright, IA,694804,713184,630069,659173,716369
481888,472585,445634,466896,474012,Allen, KS,468265,469946,462690,477890,500467
265189,241649,283448,218806,231865,Anderson, KS,308302,301261,312506,288252,303609
574249,541924,535508,567131,578478,Atchison, KS,561752,556230,567640,583513,606207
267080,241482,222525,235137,221700,Barber, KS,227460,188653,178536,174862,190047
1320926,1225174,1187354,1172947,1205928,Barton, KS,1387454,1257691,1183443,1177947,1254266
523814,539898,539996,553521,558719,Bourbon, KS,548101,569684,570724,587868,625635
464067,435913,420295,416927,433017,Brown, KS,402487,394012,397111,396587,412939
1709153,1746350,2196235,2214884,2283399,Butler, KS,2762065,2850722,2883423,2937395,3081694
99346,111252,117690,113197,113451,Chase, KS,109271,112293,115451,116848,121947
79054,83682,78300,74342,75066,Chautauqua, KS,140246,133018,129116,127530,134547
532111,519045,592225,632446,688966,Cherokee, KS,684380,699923,718341,757125,793498
118048,124325,120229,113108,138297,Cheyenne, KS,114655,112752,112331,111721,125734
115129,138368,167363,230583,249258,Clark, KS,108019,113857,118653,116050,125621
280980,295130,284338,280300,267313,Clay, KS,325863,326216,323968,328269,336426
346712,330892,346436,343603,317960,Cloud, KS,321085,318017,319261,328828,332963
818549,783820,860876,854751,819586,Coffey, KS,481049,445075,442061,406914,445191
83159,91453,74095,73014,76885,Comanche, KS,75458,77037,73841,76165,80328
1200855,1259423,1236397,1220918,1223190,Cowley, KS,1309080,1360974,1312585,1306859,1363188
1318304,1312113,1303739,1357533,1373034,Crawford, KS,1314334,1333829,1341477,1402094,1479646
144292,173631,177876,150564,158897,Decatur, KS,134112,138675,135450,125905,133828
601418,604215,609112,611170,593932,Dickinson, KS,699215,718383,727912,744333,759577
206376,206694,198858,194062,206919,Doniphan, KS,264815,273261,276296,281325,287343
4137182,4205852,4338539,4404306,4458646,Douglas, KS,4411454,4691061,4823575,5054290,5299726
147017,184405,176372,136710,161848,Edwards, KS,142589,156980,151262,134633,148618
96322,103502,98425,87405,87260,Elk, KS,107259,105052,98825,96799,102575
