2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,county,state,2014_pi,2015_pi,2016_pi,2017_pi,2018_pi
4491082,4553895,4537403,4606323,4661614,Windham, CT,4832043,4976951,5076126,5237278,5531142
6430286,6585361,6654062,6621713,6700040,Kent, DE,6389465,6571530,6819440,7135135,7503142
44127653,44546988,42600438,42708813,42517640,New Castle, DE,27156890,28326969,28802867,30156725,31739233
12950162,14766561,13877300,13422305,13568583,Sussex, DE,9341924,10252229,10419800,10897098,11540734
114910467,117238433,119567337,121011225,123981627,District of Columbia, DC,47259881,50940464,53192420,54938168,57604817
11244263,11487691,11755588,12031399,12447381,Alachua, FL,9871944,10354251,10732292,11327807,11983398
539766,547809,562229,575846,595832,Baker, FL,749361,791801,825366,877281,916242
7149035,7264429,7348864,7463278,7606775,Bay, FL,6916001,7328758,7522232,7637747,8010201
586685,599779,608141,637196,659865,Bradford, FL,796741,836290,841217,892024,930593
19973535,20787350,21514903,22465459,23437467,Brevard, FL,21803973,23215956,24128953,25513929,27112075
84842384,88623704,91380503,94231492,96874849,Broward, FL,80602340,86913646,88750176,92810970,98087689
239203,240507,238916,239671,250104,Calhoun, FL,347471,355572,359192,373939,391997
4038099,4252418,4409773,4518513,4670656,Charlotte, FL,6166576,6632629,6983045,7237457,7689186
3449622,3374867,3395172,3414707,3511018,Citrus, FL,4771739,4995811,5122027,5327715,5609441
3936860,4049461,4230998,4334718,4508532,Clay, FL,7597450,8059147,8443879,8778539,9271351
13504211,14272513,14926141,15140542,15760299,Collier, FL,26902171,29640880,30564234,32428403,35080466
1947684,2084675,2043138,2078805,2117963,Columbia, FL,2073239,2208706,2243157,2350151,2472845
804785,828679,832295,897169,828489,DeSoto, FL,797266,840829,843926,889180,885123
248624,259180,264745,270743,274765,Dixie, FL,394115,416106,418463,446870,466858
51003074,53307586,54932423,57588045,59046312,Duval, FL,36160223,38318112,39193769,41685374,43874077
13019871,13292392,13455692,13747958,14133569,Escambia, FL,11502475,12134676,12312296,12788643,13421960
1801065,1925200,2036334,2106231,2159015,Flagler, FL,3972809,4197126,4520955,4847366,5179684
331889,326714,326130,331884,339243,Franklin, FL,364389,382680,386375,399561,422358
1109924,1111638,1152756,1186133,1210807,Gadsden, FL,1378158,1445114,1480992,1539267,1612680
345466,345889,362490,370035,384761,Gilchrist, FL,512477,530953,550096,593422,616570
245974,255344,253267,266604,270066,Glades, FL,283485,314419,297283,319930,335785
360493,362027,364695,376332,377644,Gulf, FL,463210,484369,516475,546076,577071
349261,386469,370897,378169,392338,Hamilton, FL,322755,338274,340993,360637,372295
1038714,1070287,1213281,1178699,1113218,Hardee, FL,714271,756121,732803,784615,770635
1124133,1167900,1253739,1246870,1216050,Hendry, FL,1111071,1183050,1192886,1262847,1291173
3289672,3390553,3495017,3647475,3817718,Hernando, FL,5717607,6033940,6371015,6649676,7038712
2356459,2429784,2526899,2547217,2538660,Highlands, FL,3054136,3230715,3287881,3425904,3526778
69940535,73150526,75304750,77317574,79951440,Hillsborough, FL,55372872,58797824,60234055,63637321,67533935
320943,325138,317913,334989,323671,Holmes, FL,514770,543110,543843,575625,593425
4681105,4864424,5047825,5130162,5346831,Indian River, FL,9580495,10091712,10561971,11133656,11972633
1150451,1135401,1154854,1161800,1199023,Jackson, FL,1364754,1409782,1431107,1487695,1550889
300113,301383,305566,307620,302750,Jefferson, FL,511558,530257,539987,561845,582033
233129,238600,199505,205689,209052,Lafayette, FL,216095,223389,198010,208956,210856
7074350,7452335,7706726,7927962,8284194,Lake, FL,11514337,12294047,13184173,14015185,15040627
22943136,24022905,25401906,26207287,27046186,Lee, FL,30171582,32511115,34366800,36140942,38685758
12901992,12986116,13337263,13747492,14165147,Leon, FL,11067223,11458605,11844540,12343158,13011019
692720,955314,1078963,1217429,1102272,Levy, FL,1226363,1282986,1307697,1389626,1435253
179707,173347,174480,176209,182111,Liberty, FL,182165,184150,183898,190282,199434
473960,498633,475043,476908,489921,Madison, FL,529202,551779,536701,563168,586902
10689289,11560828,11902949,12152004,12599063,Manatee, FL,14568516,15989730,16653378,17500824,18707402
7974703,8259823,8846178,8922757,9237866,Marion, FL,11024907,11496319,12000111,12634266,13318148
6162610,6608423,6603563,6723319,6946903,Martin, FL,10630432,11341622,11829019,12626737,13496101
127727884,131624991,136396875,141349544,145882828,Miami-Dade, FL,111907652,119434694,119576094,131241442,138138976
3882672,4014404,4094692,4186956,4255911,Monroe, FL,5459873,5633567,6023158,6489423,6911436
1970753,2017786,2035963,2134955,2213296,Nassau, FL,3726234,4052922,4276501,4618715,4967668
9406916,9612196,9792508,10183734,10515093,Okaloosa, FL,8532272,8930360,9105734,9595802,10130252
1177146,1202583,1154890,1274588,1151613,Okeechobee, FL,1132064,1205379,1186379,1259026,1273555
74269611,77882979,81146561,84359305,87741273,Orange, FL,48096833,52114210,53987482,57873713,61642216
7343681,7709041,7896106,8143986,8374889,Osceola, FL,8954927,9824852,10564090,11396379,12271080
62416939,65902060,67751333,70558459,72270528,Palm Beach, FL,92512222,100031053,101946879,110544631,118519249
9776552,10230816,10582469,10903869,11238393,Pasco, FL,17015175,18298211,19386992,20432004,21754119
41630826,43023746,44233572,45158454,46894199,Pinellas, FL,43208052,45756337,46794576,49354158,52133419
19510279,20462688,20928287,21816610,22483500,Polk, FL,20686969,21738397,22207869,23723273,25108379
2002137,1978369,1972144,1987327,2009787,Putnam, FL,1996196,2071941,2159127,2261916,2356350
5877383,6265006,6634305,7027715,7357931,St. Johns, FL,12948693,13855763,14529659,16016214,17327679
7415251,7553019,7824890,8119970,8311311,St. Lucie, FL,10023458,10679061,11446216,11895974,12644172
3294523,3492523,3652174,3684821,3836306,Santa Rosa, FL,6423663,6741313,7096556,7480051,7985954
14996954,15905329,16423322,17014502,17814560,Sarasota, FL,21798147,23554308,24167594,25759525,27680543
16140403,17035220,17812364,18819518,19779928,Seminole, FL,18249169,19653923,20186478,21624307,22946691
2132819,2169972,2280124,2397299,2484841,Sumter, FL,4338895,4707348,5139109,5509132,5935589
1090610,1144054,1039424,1060121,1090123,Suwannee, FL,1288323,1374001,1343572,1409852,1461289
714625,897393,841275,859687,856461,Taylor, FL,590777,618544,610765,629975,656179
293352,295420,301177,306038,299208,Union, FL,285511,300094,302215,321082,332065
14496313,14882560,15475305,15985757,16446375,Volusia, FL,18580821,19722605,20701030,21832058,23201619
554232,581765,566868,594611,606163,Wakulla, FL,964396,1011568,1068758,1126321,1201906
2101664,2214261,2317833,2436144,2511146,Walton, FL,2986851,3281389,3600854,3947763,4263054
461133,462189,470907,476861,491690,Washington, FL,631785,657296,676287,696917,731819
1355731,1351221,1406512,1427534,1417429,Appling, GA,535085,565784,568565,591496,615695
184189,211521,213898,224844,236695,Atkinson, GA,206644,222233,219498,236296,253151
323569,332628,351341,361434,357666,Bacon, GA,319994,337807,350612,368260,369998
85138,82734,94739,81967,87742,Baker, GA,112552,109401,114891,113607,119555
1233350,1221127,1221974,1226412,1237235,Baldwin, GA,1340333,1375208,1385739,1435220,1488256
356781,374857,376263,423761,432928,Banks, GA,563857,593511,603589,656540,688809
1637790,1690337,1720364,1794017,1884951,Barrow, GA,2351212,2513173,2634635,2803653,2981715
4206505,4109404,4384889,4377573,4495356,Bartow, GA,3369689,3579397,3733017,3867887,4075220
484492,476982,480766,479336,481148,Ben Hill, GA,497338,520699,502724,507932,527721
339164,325527,327001,340702,354815,Berrien, GA,500664,540962,539801,576812,607120
7597066,7746567,7651253,7746876,7980755,Bibb, GA,5720552,5893175,5926022,6104676,6385462
227719,224077,222459,226437,232430,Bleckley, GA,392855,405238,398558,412357,432275
206632,217794,228431,232714,240294,Brantley, GA,428679,461265,485576,494572,518018
275380,288213,286397,276881,286906,Brooks, GA,483796,508485,512837,518527,542089
651852,694751,724375,765385,807644,Bryan, GA,1582567,1692584,1785634,1851755,1999031
1944387,2028980,2060434,2118761,2141698,Bulloch, GA,2062005,2183420,2255544,2345298,2502988
1860730,1977820,2230208,2417457,2489579,Burke, GA,700652,753639,758261,774479,796558
499106,496924,511615,546854,560604,Butts, GA,673492,721170,739878,788999,829759
112003,120213,123044,134787,124665,Calhoun, GA,140867,144360,145782,158456,156501
1699861,1709746,1760908,1832731,1865713,Camden, GA,1650798,1714256,1769118,1848404,1938411
231006,225735,226591,235359,243238,Candler, GA,288392,297909,302786,322001,340088
3601771,3675530,3773815,3861112,3994013,Carroll, GA,3749304,3969424,4143481,4324117,4555987
1266527,1276749,1269812,1331936,1366360,Catoosa, GA,2057743,2143379,2195357,2264262,2370348
192137,191523,191167,197844,193017,Charlton, GA,282260,298690,300665,313992,323884
15205820,15362116,15778121,16331323,16849129,Chatham, GA,11786750,12427773,12497661,13034240,13754879
1752999,1779499,1555436,1427986,1422770,Chattahoochee, GA,322453,326451,304758,318075,332432
526995,525767,520846,537245,549226,Chattooga, GA,677331,701355,708492,737421,767141
5121315,5486467,5750505,5991316,6203380,Cherokee, GA,9901610,10737472,11566590,12167588,12996343
6253248,6390311,6539802,6747725,6890589,Clarke, GA,3576464,3823617,3963598,4111346,4325441
73391,71309,70805,69287,79221,Clay, GA,79021,86134,87795,87354,90998
14054741,15199921,16464790,17009516,16751712,Clayton, GA,6813579,7191985,7466751,7698857,8115041
217691,229143,243641,242214,246674,Clinch, GA,218571,234129,241476,244500,249621
39247914,40155979,42103647,44249462,45417267,Cobb, GA,35116504,37131680,38518535,41071404,43263716
1237843,1250480,1292181,1338377,1389874,Coffee, GA,1198200,1242947,1254155,1328909,1406747
1141562,1178178,1206080,1271275,1302673,Colquitt, GA,1262401,1344157,1366286,1450939,1482921
2878888,2994458,3064812,3173887,3294683,Columbia, GA,6149125,6617207,6905074,7231534,7633192
314974,316271,320322,341989,366696,Cook, GA,485368,505122,510196,535620,558179
3246713,3337077,3418967,3484208,3705520,Coweta, GA,5370106,5700621,6073574,6381774,6773652
155371,168760,177696,174374,165034,Crawford, GA,367953,388162,393286,408291,416157
671947,680990,682528,707876,712897,Crisp, GA,626493,664018,675235,709099,735447
318255,335889,335398,345461,376102,Dade, GA,490597,520980,523346,547918,578302
658777,702783,737584,783804,814582,Dawson, GA,859425,925133,1000638,1056988,1133767
730415,775385,783143,834766,824276,Decatur, GA,868224,910626,905395,940321,960697
32183065,33778100,35049181,36167573,37396329,DeKalb, GA,30500882,32726545,34026710,36519269,38486781
423343,426421,425942,429116,431156,Dodge, GA,569486,588092,591608,616057,635277
267482,284463,320309,307967,312341,Dooly, GA,304482,342135,362283,378266,387833
4072194,4008440,4081962,4114193,4198481,Dougherty, GA,3012699,3045519,3049410,3071820,3170133
3292376,3380816,3561003,3630212,3848040,Douglas, GA,4327941,4532046,4705549,4864080,5119972
510451,537524,542826,545236,554226,Early, GA,348179,376609,380815,390411,399067
50322,49910,50034,48503,48865,Echols, GA,97423,102127,101495,107296,111520
1549332,1618198,1665328,1744475,1789623,Effingham, GA,2022569,2151116,2260398,2404555,2608375
574251,560511,555429,563622,577880,Elbert, GA,604879,623078,632307,659386,677761
561086,590767,593947,642729,624021,Emanuel, GA,640091,662478,674910,721510,727816
347656,340076,335816,339026,348274,Evans, GA,339380,353037,353363,364379,377511
504450,516644,543353,573522,601484,Fannin, GA,714151,772159,815228,872352,927609
3690453,3784441,3995272,4141752,4314130,Fayette, GA,5798267,6142242,6490296,6833950,7206314
3673431,3689436,3732691,3778121,3787411,Floyd, GA,3263122,3412440,3485549,3605099,3772493
7741457,8294314,8453649,8444083,8676090,Forsyth, GA,11075613,12217508,13097700,13767257,14807141
764578,820013,838987,870627,899867,Franklin, GA,721465,771107,762683,810124,844307
128843067,134304701,141794655,148753855,152383941,Fulton, GA,70415776,74102859,77713366,83820696,88614889
759518,769658,762776,799896,827846,Gilmer, GA,910635,963240,978676,1037022,1091472
41446,44815,45753,43859,44217,Glascock, GA,90062,95510,99015,100084,101624
3236307,3348247,3342742,3401864,3524216,Glynn, GA,3237842,3455342,3530871,3703425,3926274
1867507,1900852,1905260,2102470,2159797,Gordon, GA,1725499,1808206,1846202,2030918,2131275
558580,604435,585555,656456,672965,Grady, GA,743434,795443,773594,829687,863669
532126,576061,575522,600644,614673,Greene, GA,738737,808097,850871,921193,980393
39167372,40829642,41633590,43164073,44198573,Gwinnett, GA,31838592,33914378,34969756,36485773,38464221
1286680,1286371,1317301,1344593,1392422,Habersham, GA,1328415,1369365,1407211,1460247,1539795
7494089,7807071,8015174,8440946,8764977,Hall, GA,6840895,7479773,7850234,8347634,8834170
161629,164962,157907,159218,160890,Hancock, GA,218498,226588,233435,241486,249750
654617,670510,680955,692227,712231,Haralson, GA,897902,944433,978325,1026615,1078182
392696,406572,418466,433348,449959,Harris, GA,1362541,1435589,1494588,1545697,1636495
773070,805711,768988,801163,880377,Hart, GA,832974,868741,873622,932865,995032
1070739,1169222,1228666,1278253,1132700,Heard, GA,323257,328913,340691,353666,369965
4650067,4775897,5031465,5240352,5456897,Henry, GA,7259693,7681382,8128141,8483487,9021034
5694299,5682804,5727423,5892668,6039600,Houston, GA,5679364,5934429,6066184,6294669,6626823
166142,166113,167520,174187,181549,Irwin, GA,248432,272686,267375,288479,308477
2032996,2199723,2410639,2541010,2647300,Jackson, GA,2150452,2310688,2563569,2764959,2972549
222378,224245,221699,233703,238754,Jasper, GA,440508,462237,487458,543101,570111
389719,378737,370049,386919,397699,Jeff Davis, GA,432448,436399,427221,430436,450013
470156,466444,489995,515230,514017,Jefferson, GA,458995,476538,495006,514056,525142
127916,134894,143704,130903,135816,Jenkins, GA,230413,242161,246903,245715,253976
139513,138959,137017,132574,136228,Johnson, GA,224262,228169,235688,242261,254299
391639,392098,400382,415254,388998,Jones, GA,941141,985100,998694,1028838,1076466
374176,384184,383838,385431,396516,Lamar, GA,535296,560697,575469,603712,628501
139633,142134,148957,156769,154894,Lanier, GA,247938,255481,262063,274190,284984
1550514,1671630,1774071,1845028,1835285,Laurens, GA,1514267,1581864,1639109,1682341,1768614
538978,505533,522804,541501,546644,Lee, GA,1219234,1245703,1271995,1337162,1406589
3311865,3265956,3197093,3206443,3212350,Liberty, GA,1990611,2035122,2042450,2109373,2201919
127378,129208,130161,130362,131430,Lincoln, GA,244095,262441,270885,282491,295489
112257,114925,117315,116650,120961,Long, GA,465784,477961,478838,493138,514295
4226396,4256814,4337096,4457325,4563203,Lowndes, GA,3735180,3876801,3987030,4132887,4355455
615109,626006,634151,675155,696558,Lumpkin, GA,994110,1059954,1090950,1158237,1233408
573019,586925,596121,611282,624689,McDuffie, GA,681424,715071,730166,766507,796258
177784,179123,182627,189560,193322,McIntosh, GA,353764,377614,393826,400168,423306
405642,426794,406269,428360,428881,Macon, GA,387264,393210,382238,400674,407807
422761,437176,427933,458809,482010,Madison, GA,898792,950693,973017,1032341,1083923
134921,129046,122502,128552,128418,Marion, GA,214942,226461,227388,238258,244962
445192,444867,462361,470015,486486,Meriwether, GA,651663,668412,690010,700024,734162
161933,162760,167043,169009,171059,Miller, GA,201776,211481,211579,222989,232139
703536,746460,714922,709186,710687,Mitchell, GA,670595,732032,725810,758510,778248
1743003,1608722,1620927,1537759,1636124,Monroe, GA,1046065,1101775,1124995,1171665,1232609
143255,146807,145285,138204,141780,Montgomery, GA,234815,252708,259248,259000,270349
585076,608663,611589,649071,672292,Morgan, GA,741239,793491,824838,900331,952842
1026084,1150996,1314181,1292956,1250877,Murray, GA,1039543,1075820,1106645,1153885,1196344
9310466,9321427,9211393,9560917,9713550,Muscogee, GA,7570821,7931003,7988797,8154285,8571951
2135914,2252854,2314079,2423209,2415670,Newton, GA,3065273,3246392,3368680,3503135,3696995
1020585,1108612,1150377,1201916,1254367,Oconee, GA,1944811,2151515,2223192,2440128,2621003
294050,315311,326088,323714,331793,Oglethorpe, GA,498527,517179,520599,542752,567665
1926526,2049132,2123522,2211909,2290287,Paulding, GA,4761496,5130792,5468195,5787898,6188866
801754,845561,901372,903147,938621,Peach, GA,893619,937172,955005,999235,1039096
807964,836160,870918,898120,929381,Pickens, GA,1195454,1268136,1363103,1446713,1531421
331561,337410,348060,361216,371570,Pierce, GA,568441,611325,640032,670891,699257
